,Total sqft,price,bhk,location_weight,housing_type_IndependentFloor,housing_type_IndependentHouse,housing_type_StudioApartment,housing_type_Villa,type_RK
472,553,23.25,2,0.7283536788739912,0,0,0,0,0
473,485,18.95,1,0.5276499232873056,0,0,0,0,0
474,610,24.4,1,2.2568874658128215,0,0,0,0,0
475,535,26.5,1,0.7904742845707425,0,0,0,0,0
476,313,27.56,1,1.0116676066245807,0,0,0,0,0
477,313,27.56,1,1.0116676066245807,0,0,0,0,0
478,298,27.0,1,1.0116676066245807,0,0,0,0,0
479,298,27.0,1,1.0116676066245807,0,0,0,0,0
480,313,27.56,1,1.0116676066245807,0,0,0,0,0
481,313,27.56,1,1.0116676066245807,0,0,0,0,0
482,298,27.0,1,1.0116676066245807,0,0,0,0,0
483,298,27.0,1,1.0116676066245807,0,0,0,0,0
484,685,48.0,1,1.6743379360949904,0,0,0,0,0
485,395,55.99,1,3.2039594126846485,0,0,0,0,0
486,486,60.0,1,3.516022657072505,0,0,0,0,0
487,530,185.0,1,15.471687384015109,0,0,0,0,0
488,850,34.8,2,2.2568874658128215,0,0,0,0,0
490,1050,95.0,2,3.6308651857781338,0,0,0,0,0
491,456,21.99,1,0.6359944999257618,0,0,0,0,0
492,600,25.0,1,2.2568874658128215,0,0,0,0,0
493,1250,89.0,2,6.234852022324505,0,0,0,0,0
494,800,55.0,1,1.1215718554613257,0,0,0,0,0
495,2700,2500.0,4,1.1215718554613257,0,0,0,0,0
496,475,17.5,1,0.7338569808551799,0,0,0,0,0
497,590,29.5,1,1.7708119425031927,0,0,0,0,0
498,1021,111.00000000000001,2,2.948147884164289,0,0,0,0,0
499,620,23.99,1,4.558281067931539,0,0,0,0,0
500,640,25.0,1,4.558281067931539,0,0,0,0,0
501,453,74.0,1,3.6308651857781338,0,0,0,0,0
502,668,103.0,2,3.6308651857781338,0,0,0,0,0
503,706,149.0,2,4.063829602109092,0,0,0,0,0
504,649,129.0,2,4.063829602109092,0,0,0,0,0
505,600,21.0,1,1.7708119425031927,0,0,0,0,0
506,610,29.35,1,0.9630876565154779,0,0,0,0,0
507,655,31.4,1,0.9630876565154779,0,0,0,0,0
508,635,30.5,1,0.9630876565154779,0,0,0,0,0
509,830,40.0,2,0.9630876565154779,0,0,0,0,0
510,460,65.0,2,2.0745780801814426,0,0,0,0,0
511,825,49.0,2,1.5422987125608703,0,0,0,0,0
512,685,45.0,1,1.5422987125608703,0,0,0,0,0
513,900,50.0,2,0.99373349499896,1,0,0,0,0
514,870,145.0,2,6.149800991706135,0,0,0,0,0
515,410,28.0,1,1.5075712093923022,0,0,0,0,0
516,528,24.19,2,0.6359944999257618,0,0,0,0,0
517,528,24.19,2,0.6359944999257618,0,0,0,0,0
518,276,14.0,1,0.6359944999257618,0,0,0,0,0
519,276,14.0,1,0.6359944999257618,0,0,0,0,0
520,528,24.19,2,0.6359944999257618,0,0,0,0,0
521,528,24.19,2,0.6359944999257618,0,0,0,0,0
522,276,14.0,1,0.6359944999257618,0,0,0,0,0
523,276,14.0,1,0.6359944999257618,0,0,0,0,0
524,600,21.0,1,1.7708119425031927,0,0,0,0,0
525,390,15.0,1,1.7708119425031927,0,0,1,0,1
526,520,17.2,1,0.7338569808551799,0,0,0,0,0
527,555,18.3,1,0.7338569808551799,0,0,0,0,0
528,360,12.2,1,0.7338569808551799,0,0,1,0,1
529,850,27.5,2,0.7338569808551799,0,0,0,0,0
530,582,95.0,1,5.739456745942991,0,0,0,0,0
531,500,130.0,1,9.791708358348343,0,0,0,0,0
532,430,78.0,1,4.4760189447001535,0,0,0,0,0
533,1200,210.0,2,4.68917582433518,0,0,0,0,0
534,550,82.0,1,3.516022657072505,0,0,0,0,0
535,650,21.0,1,0.450436928823961,0,0,0,0,0
536,1150,160.0,2,5.739456745942991,0,0,0,0,0
537,1100,160.0,2,5.739456745942991,0,0,0,0,0
538,975,145.0,2,3.6308651857781338,0,0,0,0,0
539,1050,178.0,2,5.739456745942991,0,0,0,0,0
540,575,30.47,1,1.7708119425031927,0,0,0,0,0
541,485,25.7,1,0.991921239700342,0,0,0,0,0
542,1070,88.0,2,2.948147884164289,0,0,0,0,0
543,880,145.0,2,4.063829602109092,0,0,0,0,0
544,428,45.0,1,3.2039594126846485,0,0,0,0,0
545,830,97.0,2,2.948147884164289,0,0,0,0,0
546,900,54.0,2,0.99373349499896,0,0,0,0,0
547,890,130.0,2,4.24254552731639,0,0,0,0,0
548,860,36.5,1,0.7707791341471549,0,0,0,0,0
549,450,32.0,1,0.991921239700342,0,0,0,0,0
550,1070,107.0,3,3.6308651857781338,0,0,0,0,0
551,525,31.0,1,2.3652286610061273,0,0,0,0,0
552,585,56.0,1,3.414803784231323,0,0,0,0,0
553,220,40.0,1,2.491494896938163,0,0,0,0,0
554,630,40.0,1,1.5422987125608703,0,0,0,0,0
555,540,21.0,1,0.6070308851977854,0,0,0,0,0
556,670,99.0,1,6.234852022324505,0,0,0,0,0
557,819,95.0,2,0.991921239700342,0,0,0,0,0
558,475,15.0,1,0.7338569808551799,0,0,0,0,0
559,560,35.0,1,1.7708119425031927,0,0,0,0,0
560,750,40.0,2,1.7708119425031927,0,0,0,0,0
561,237,26.0,1,0.8655193115869523,0,0,0,0,0
562,340,19.5,1,1.7708119425031927,0,0,1,0,1
563,620,52.0,1,2.948147884164289,0,0,0,0,0
564,1200,170.0,3,3.6308651857781338,0,0,0,0,0
565,502,59.5,1,3.6308651857781338,0,0,0,0,0
566,650,45.0,1,1.7708119425031927,0,0,0,0,0
567,1520,175.0,3,2.948147884164289,0,0,0,0,0
568,310,62.0,1,4.063829602109092,0,0,0,0,0
569,320,60.0,1,4.063829602109092,0,0,0,0,0
570,350,58.5,1,6.593956373824295,0,0,0,0,0
571,580,34.0,1,1.234674137816023,0,0,0,0,0
572,550,34.0,1,1.234674137816023,0,0,0,0,0
573,581,115.99999999999999,2,4.4760189447001535,0,0,0,0,0
574,540,105.0,1,4.55273163898339,0,0,0,0,0
575,560,97.0,1,6.149800991706135,0,0,0,0,0
576,600,30.0,1,4.558281067931539,0,0,0,0,0
577,2300,825.0,4,17.917417116936832,0,0,0,0,0
578,890,95.0,2,3.6308651857781338,0,0,0,0,0
579,2400,600.0,3,16.249749849909946,0,0,0,0,0
580,520,13.0,1,0.3402041224734841,0,0,0,0,0
581,1269,85.0,3,1.4075111733706893,0,0,0,0,0
582,275,60.0,1,10.810588917453035,0,0,0,0,0
583,565,19.0,1,0.6737375758788607,0,0,0,0,0
584,730,52.0,1,1.5422987125608703,0,0,0,0,0
585,680,26.51,1,1.39896883113687,0,0,0,0,0
586,1452,311.0,4,3.414803784231323,0,0,0,0,0
587,726,155.0,2,3.414803784231323,0,0,0,0,0
588,1974,500.0,4,7.422231116447647,0,0,0,0,0
589,300,15.0,1,0.991921239700342,0,0,0,0,0
590,300,18.0,1,1.1082983123207257,0,0,1,0,1
591,1000,175.0,2,3.414803784231323,0,0,0,0,0
592,900,65.0,2,1.7708119425031927,0,0,0,0,0
593,610,45.0,1,1.7708119425031927,0,0,0,0,0
594,685,44.0,1,0.9759397305049697,0,0,0,0,0
595,650,36.5,1,1.39896883113687,0,0,0,0,0
596,600,190.0,1,7.6612634247215,0,0,0,0,0
597,614,73.0,1,1.1215718554613257,0,0,0,0,0
598,1010,206.99999999999997,2,17.291551401429096,0,0,0,0,0
599,1150,135.0,2,1.2782669601761059,0,0,0,0,0
600,1150,49.0,2,4.558281067931539,0,0,0,0,0
601,1150,89.0,2,4.558281067931539,0,0,0,0,0
602,650,25.0,1,4.558281067931539,0,0,0,0,0
603,670,28.0,1,1.2583704068595,0,0,0,0,0
604,577,39.79,2,2.2568874658128215,0,0,0,0,0
605,625,110.00000000000001,2,4.68917582433518,0,0,0,0,0
606,591,83.0,1,3.9654561967950004,0,0,0,0,0
607,1008,190.0,3,6.593956373824295,0,0,0,0,0
608,665,80.0,1,3.6308651857781338,0,0,0,0,0
609,975,254.99999999999997,2,17.917417116936832,0,0,0,0,0
610,1725,150.0,3,4.558281067931539,0,0,0,0,0
611,1250,89.0,2,4.558281067931539,0,0,0,0,0
612,280,65.0,1,5.739456745942991,0,0,0,0,0
613,1863,250.0,3,2.2568874658128215,0,0,0,0,0
614,545,24.0,1,0.7070909212193983,0,0,0,0,0
615,620,95.0,1,5.993596157694617,0,0,0,0,0
616,680,235.0,1,52.91063527005093,0,0,0,0,0
617,220,40.0,1,2.491494896938163,0,0,0,0,0
618,1420,134.0,4,2.7249683143219268,0,0,0,0,0
619,526,36.39,2,2.2568874658128215,0,0,0,0,0
620,410,28.49,1,2.2568874658128215,0,0,0,0,0
621,425,29.49,1,2.2568874658128215,0,0,0,0,0
622,400,27.8,1,2.2568874658128215,0,0,0,0,0
623,300,21.0,1,2.2568874658128215,0,0,1,0,1
624,240,16.99,1,2.2568874658128215,0,0,1,0,1
625,540,41.99,1,0.8320825828830634,0,0,0,0,0
626,1290,47.0,2,0.7707791341471549,0,0,0,0,0
627,418,20.0,1,0.7338569808551799,0,0,0,0,0
628,980,44.99,2,1.1072643586151696,0,0,0,0,0
629,1532,190.0,3,3.6308651857781338,0,0,0,0,0
630,550,33.0,1,0.8655193115869523,0,0,0,0,0
631,729,51.0,1,3.414803784231323,0,0,0,0,0
632,1045,79.0,2,3.414803784231323,0,0,0,0,0
633,1039,80.0,2,3.414803784231323,0,0,0,0,0
634,1024,75.0,2,3.414803784231323,0,0,0,0,0
635,720,50.0,1,3.414803784231323,0,0,0,0,0
636,720,52.0,1,3.414803784231323,0,0,0,0,0
637,700,149.0,2,3.592155293175906,0,0,0,0,0
638,620,31.0,1,1.7708119425031927,0,0,0,0,0
639,275,36.0,1,9.396920203404093,0,0,0,0,0
640,366,64.0,1,3.6308651857781338,0,0,0,0,0
641,225,52.0,1,4.4760189447001535,0,0,0,0,0
642,952,270.0,3,8.690312226551617,0,0,0,0,0
643,690,31.0,1,0.991921239700342,0,0,0,0,0
644,678,38.0,2,1.1082983123207257,0,0,0,0,0
645,670,105.0,2,6.149800991706135,0,0,0,0,0
646,660,65.0,1,3.028996885310674,0,0,0,0,0
647,545,20.0,1,0.7192336235074379,0,0,0,0,0
648,538,42.0,1,3.2039594126846485,0,0,0,0,0
649,560,125.0,2,3.10853178573811,0,0,0,0,0
650,400,10.0,1,0.24014408645187113,0,0,0,0,0
651,970,130.0,2,4.375958908678541,0,0,0,0,0
652,350,15.0,1,0.9759397305049697,0,0,0,0,0
653,540,25.0,1,0.740444266559936,0,0,0,0,0
654,550,100.0,1,3.158561803748916,0,0,0,0,0
655,1085,85.0,2,2.581548929357615,0,0,0,0,0
656,830,94.0,2,3.6308651857781338,0,0,0,0,0
657,875,185.0,2,5.993596157694617,0,0,0,0,0
658,470,27.0,1,0.991921239700342,0,0,0,0,0
659,455,38.0,1,4.063829602109092,0,0,0,0,0
660,475,30.0,1,0.8765259155493297,0,0,0,0,0
661,657,24.0,1,0.99373349499896,0,0,0,0,0
662,900,425.0,2,7.5222911524692595,0,0,0,0,0
663,750,49.0,2,1.8327663264625444,0,0,0,0,0
664,800,325.0,2,15.471687384015109,0,0,0,0,0
665,700,70.0,2,2.5088386365152426,0,0,0,0,0
666,920,49.0,2,4.558281067931539,0,0,0,0,0
667,1150,79.0,2,4.558281067931539,0,0,0,0,0
668,1085,85.0,2,3.6308651857781338,0,0,0,0,0
669,900,80.0,2,5.382118159784759,0,0,0,0,0
670,650,38.0,1,1.7708119425031927,0,0,0,0,0
671,1208,150.0,2,5.993596157694617,0,0,0,0,0
672,550,90.0,2,7.5222911524692595,0,0,0,0,0
673,626,64.0,1,3.6308651857781338,0,0,0,0,0
674,700,40.0,1,1.5576012274031088,0,0,0,0,0
675,985,185.0,2,4.55273163898339,0,0,0,0,0
676,1150,150.0,2,2.545315067828576,0,0,0,0,0
677,410,63.0,1,3.9654561967950004,0,0,1,0,1
678,840,120.0,2,3.6308651857781338,0,0,0,0,0
679,400,10.0,1,0.24014408645187113,0,0,0,0,0
680,960,55.0,2,1.39896883113687,0,0,0,0,0
681,400,10.0,1,0.24014408645187113,0,0,0,0,0
682,510,65.0,1,2.491494896938163,0,0,0,0,0
683,525,54.0,2,3.6308651857781338,0,0,0,0,0
684,1300,320.0,3,5.739456745942991,0,0,0,0,0
685,375,11.81,1,0.6359944999257618,0,0,1,0,1
686,400,12.5,1,0.6359944999257618,0,0,0,0,0
687,850,27.0,2,0.6359944999257618,0,0,0,0,0
688,1500,75.0,2,1.1921152691614971,0,0,0,0,0
689,250,21.0,1,2.581548929357615,0,0,0,0,0
690,976,80.0,2,4.558281067931539,0,0,0,0,0
691,500,12.5,2,0.9605763458074845,0,0,0,0,0
692,1160,28.75,2,6.74420594385617,0,0,0,0,0
693,910,160.0,3,5.993596157694617,0,0,0,0,0
694,920,140.0,2,7.422231116447647,0,0,0,0,0
695,1700,87.0,4,0.9630876565154779,0,0,0,0,0
696,550,25.0,1,3.6308651857781338,0,0,0,0,0
697,485,26.67,1,0.9759397305049697,0,0,0,0,0
698,675,48.0,1,2.545315067828576,0,0,0,0,0
699,2300,950.0,3,14.63767149178396,0,0,0,0,0
700,700,28.0,1,2.2568874658128215,0,0,0,0,0
701,500,27.6,1,1.7708119425031927,0,0,0,0,0
702,445,24.5,1,0.991921239700342,0,0,0,0,0
703,1037,130.0,2,3.6308651857781338,0,0,0,0,0
704,1000,62.0,2,2.2568874658128215,0,0,0,0,0
705,879,30.13,2,0.99373349499896,0,0,0,0,0
706,679,23.13,1,0.99373349499896,0,0,0,0,0
707,645,22.14,1,0.99373349499896,0,0,0,0,0
708,530,20.0,1,0.7362750983923688,0,0,0,0,0
709,360,15.0,1,0.740444266559936,0,0,0,0,0
710,1250,165.0,3,3.9654561967950004,0,0,0,0,0
711,446,40.0,1,2.2568874658128215,0,0,0,0,0
712,1601,20.0,5,1.1215718554613257,1,0,0,0,0
713,651,20.0,1,1.1215718554613257,0,0,0,0,0
714,651,20.0,1,1.1215718554613257,0,0,0,0,0
715,651,20.0,1,1.1215718554613257,0,0,0,0,0
716,770,180.0,2,4.4760189447001535,0,0,0,0,0
717,770,180.0,2,4.4760189447001535,0,0,0,0,0
718,770,180.0,2,4.4760189447001535,0,0,0,0,0
719,770,180.0,2,4.4760189447001535,0,0,0,0,0
720,1601,20.0,5,1.1215718554613257,1,0,0,0,0
721,660,66.0,2,2.2635803704444895,0,0,0,0,0
722,1601,20.0,5,1.1215718554613257,1,0,0,0,0
723,651,20.0,1,1.1215718554613257,0,0,0,0,0
724,651,20.0,1,1.1215718554613257,0,0,0,0,0
725,651,20.0,1,1.1215718554613257,0,0,0,0,0
726,651,20.0,1,1.1215718554613257,0,0,0,0,0
727,650,20.0,1,1.1215718554613257,0,0,0,0,0
728,651,20.0,1,1.1215718554613257,0,0,0,0,0
729,578,25.0,1,0.991921239700342,0,0,0,0,0
730,1200,39.9,3,0.8894225424143375,0,0,0,0,0
731,1601,20.0,5,1.1215718554613257,1,0,0,0,0
732,1601,20.0,5,1.1215718554613257,1,0,0,0,0
733,651,20.0,1,1.1215718554613257,0,0,0,0,0
734,500,90.0,1,4.68917582433518,0,0,0,0,0
735,1601,20.0,5,1.1215718554613257,1,0,0,0,0
736,651,20.0,1,1.1215718554613257,0,0,0,0,0
737,1601,20.0,5,1.1215718554613257,1,0,0,0,0
738,2200,400.0,5,8.5546566034859,0,0,0,0,0
739,775,180.0,2,3.9654561967950004,0,0,0,0,0
740,1601,20.0,5,1.1215718554613257,1,0,0,0,0
741,960,40.0,2,0.9605763458074845,0,0,0,0,0
742,651,20.0,1,1.1215718554613257,0,0,0,0,0
743,1125,74.0,2,1.5075712093923022,0,0,0,0,0
744,1601,20.0,5,1.1215718554613257,1,0,0,0,0
745,651,20.0,1,1.1215718554613257,0,0,0,0,0
746,530,20.25,1,0.7338569808551799,0,0,0,0,0
747,1070,79.0,2,2.948147884164289,0,0,0,0,0
748,2250,1300.0,3,32.7040668845752,0,0,0,0,0
749,1601,20.0,5,1.1215718554613257,1,0,0,0,0
750,1450,75.0,2,0.7707791341471549,0,0,0,0,0
751,651,20.0,1,1.1215718554613257,0,0,0,0,0
752,651,20.0,1,1.1215718554613257,0,0,0,0,0
753,651,20.0,1,1.1215718554613257,0,0,0,0,0
754,651,20.0,1,1.1215718554613257,0,0,0,0,0
755,651,20.0,1,1.1215718554613257,0,0,0,0,0
756,305,15.0,1,0.991921239700342,0,0,0,0,0
757,305,15.0,1,0.991921239700342,0,0,0,0,0
758,305,15.0,1,0.991921239700342,0,0,0,0,0
759,305,15.0,1,0.991921239700342,0,0,0,0,0
760,560,28.56,1,0.9759397305049697,0,0,0,0,0
761,650,20.0,1,1.1215718554613257,0,0,0,0,0
762,651,20.0,1,1.1215718554613257,0,0,0,0,0
763,670,49.5,1,1.2782669601761059,0,0,0,0,0
764,550,25.0,1,2.3652286610061273,0,0,0,0,0
765,1065,100.0,2,2.4748182242678944,0,0,0,0,0
766,1075,77.0,2,1.5422987125608703,0,0,0,0,0
767,1601,20.0,5,1.1215718554613257,1,0,0,0,0
768,850,47.9,2,2.948147884164289,0,0,0,0,0
769,864,66.0,2,1.7708119425031927,0,0,0,0,0
770,1601,20.0,5,1.1215718554613257,1,0,0,0,0
771,600,24.0,1,0.99373349499896,0,0,0,0,0
772,1601,20.0,5,1.1215718554613257,1,0,0,0,0
773,1601,20.0,5,1.1215718554613257,1,0,0,0,0
774,651,20.0,1,1.1215718554613257,0,0,0,0,0
775,651,20.0,1,1.1215718554613257,0,0,0,0,0
776,650,20.0,1,1.1215718554613257,0,0,0,0,0
777,1600,20.0,5,1.1215718554613257,1,0,0,0,0
778,1600,20.0,5,1.1215718554613257,1,0,0,0,0
779,650,20.0,1,1.1215718554613257,0,0,0,0,0
780,2250,1300.0,3,32.7040668845752,0,0,0,0,0
781,1601,20.0,5,1.1215718554613257,1,0,0,0,0
782,1450,75.0,2,0.7707791341471549,0,0,0,0,0
783,1601,20.0,5,1.1215718554613257,1,0,0,0,0
784,1601,20.0,5,1.1215718554613257,1,0,0,0,0
785,651,20.0,1,1.1215718554613257,0,0,0,0,0
786,1601,20.0,5,1.1215718554613257,1,0,0,0,0
787,2200,400.0,5,8.5546566034859,0,0,0,0,0
788,1601,20.0,5,1.1215718554613257,1,0,0,0,0
789,1601,20.0,5,1.1215718554613257,1,0,0,0,0
790,578,25.0,1,0.991921239700342,0,0,0,0,0
791,515,25.75,1,0.9759397305049697,0,0,0,0,0
792,651,20.0,1,1.1215718554613257,0,0,0,0,0
793,1300,74.1,3,2.0674626998421273,0,0,0,0,0
794,651,20.0,1,1.1215718554613257,0,0,0,0,0
795,651,20.0,1,1.1215718554613257,0,0,0,0,0
796,1685,375.0,3,8.761923820959243,0,0,0,0,0
797,1800,280.0,4,2.9352394045122727,0,0,0,0,0
798,500,90.0,1,4.68917582433518,0,0,0,0,0
799,660,66.0,2,2.2635803704444895,0,0,0,0,0
800,909,60.0,2,1.9856358259400086,0,0,0,0,0
801,1601,20.0,5,1.1215718554613257,1,0,0,0,0
802,1601,20.0,5,1.1215718554613257,1,0,0,0,0
803,651,20.0,1,1.1215718554613257,0,0,0,0,0
804,1000,40.0,2,0.9605763458074845,0,0,0,0,0
805,2000,1200.0,4,22.566039623774266,0,0,0,0,0
806,390,21.45,1,0.9759397305049697,0,0,0,0,0
807,659,114.99999999999999,2,3.479587752651591,0,0,0,0,0
808,1925,900.0,3,30.758455073043827,0,0,0,0,0
809,590,16.52,1,0.3536319322457673,0,0,0,0,0
810,350,9.8,1,0.3536319322457673,0,0,0,0,0
811,350,9.8,1,0.3536319322457673,0,0,0,0,0
812,430,12.04,1,0.3536319322457673,0,0,0,0,0
813,590,16.52,1,0.3536319322457673,0,0,0,0,0
814,430,12.04,1,0.3536319322457673,0,0,0,0,0
815,510,14.28,1,0.3536319322457673,0,0,0,0,0
816,590,16.52,1,0.3536319322457673,0,0,0,0,0
817,350,9.8,1,0.3536319322457673,0,0,0,0,0
818,350,9.8,1,0.3536319322457673,0,0,0,0,0
819,465,13.02,1,0.3536319322457673,0,0,0,0,0
820,651,20.0,1,1.1215718554613257,0,0,0,0,0
821,1600,20.0,5,1.1215718554613257,1,0,0,0,0
822,651,20.0,1,1.1215718554613257,0,0,0,0,0
823,1601,20.0,5,1.1215718554613257,1,0,0,0,0
824,651,20.0,1,1.1215718554613257,0,0,0,0,0
825,651,20.0,1,1.1215718554613257,0,0,0,0,0
826,965,65.5,2,1.6743379360949904,0,0,0,0,0
827,1601,20.0,5,1.1215718554613257,1,0,0,0,0
828,651,20.0,1,1.1215718554613257,0,0,0,0,0
829,1601,20.0,5,1.1215718554613257,1,0,0,0,0
830,1600,20.0,5,1.1215718554613257,1,0,0,0,0
831,1601,20.0,5,1.1215718554613257,1,0,0,0,0
832,651,20.0,1,1.1215718554613257,0,0,0,0,0
833,651,20.0,1,1.1215718554613257,0,0,0,0,0
834,1601,20.0,5,1.1215718554613257,1,0,0,0,0
835,651,20.0,1,1.1215718554613257,0,0,0,0,0
836,1601,20.0,5,1.1215718554613257,1,0,0,0,0
837,1000,40.0,2,0.9605763458074845,0,0,0,0,0
838,1601,20.0,5,1.1215718554613257,1,0,0,0,0
839,2000,1200.0,4,22.566039623774266,0,0,0,0,0
840,310,75.0,1,8.437249849909946,0,0,1,0,1
841,1601,20.0,5,1.1215718554613257,1,0,0,0,0
842,651,20.0,1,1.1215718554613257,0,0,0,0,0
843,650,41.0,1,1.5422987125608703,0,0,0,0,0
844,1600,20.0,5,1.1215718554613257,1,0,0,0,0
845,1400,500.0,2,10.810588917453035,0,0,0,0,0
846,2400,1900.0,4,52.91063527005093,0,0,0,0,0
847,545,30.5,1,0.9759397305049697,0,0,0,0,0
848,1020,85.0,2,2.948147884164289,0,0,0,0,0
849,1020,115.99999999999999,2,2.948147884164289,0,0,0,0,0
850,1070,95.0,2,2.948147884164289,0,0,0,0,0
851,1020,96.0,2,2.948147884164289,0,0,0,0,0
852,680,65.0,1,2.948147884164289,0,0,0,0,0
853,1020,114.99999999999999,2,2.948147884164289,0,0,0,0,0
854,1070,89.0,2,2.948147884164289,0,0,0,0,0
855,1070,95.0,2,2.948147884164289,0,0,0,0,0
856,1050,90.0,2,2.948147884164289,0,0,0,0,0
857,900,195.0,2,8.690312226551617,0,0,0,0,0
858,1200,375.0,3,15.374224534720831,0,0,0,0,0
859,1350,100.0,3,3.6308651857781338,0,0,0,0,0
860,651,20.0,1,1.1215718554613257,0,0,0,0,0
861,1601,20.0,5,1.1215718554613257,1,0,0,0,0
862,510,36.0,1,1.39896883113687,0,0,0,0,0
863,760,90.0,1,2.581548929357615,0,0,0,0,0
864,2500,150.0,4,2.2568874658128215,0,0,0,0,0
865,651,20.0,1,1.1215718554613257,0,0,0,0,0
866,1601,20.0,5,1.1215718554613257,1,0,0,0,0
867,651,20.0,1,1.1215718554613257,0,0,0,0,0
868,651,20.0,1,1.1215718554613257,0,0,0,0,0
869,965,65.5,2,1.6743379360949904,0,0,0,0,0
870,630,34.0,1,1.7708119425031927,0,0,0,0,0
871,900,160.0,2,4.063829602109092,0,0,0,0,0
872,719,187.0,2,6.149800991706135,0,0,0,0,0
873,780,94.0,1,3.8842194205412137,0,0,0,0,0
874,1400,625.0,3,22.566039623774266,0,0,0,0,0
875,410,69.99,1,2.2410112734307255,0,0,0,0,0
876,1050,170.0,2,8.437249849909946,0,0,0,0,0
877,500,20.45,1,0.5886865452604896,0,0,0,0,0
878,1024,95.0,2,2.2568874658128215,0,0,0,0,0
879,540,126.0,1,1.1215718554613257,0,0,0,0,0
880,1200,95.0,2,2.2568874658128215,0,0,0,0,0
881,712,42.72,1,0.9759397305049697,0,0,0,0,0
882,665,72.0,2,3.6308651857781338,0,0,0,0,0
883,1000,135.0,2,6.593956373824295,0,0,0,0,0
884,1975,148.0,3,3.028996885310674,0,0,0,0,0
885,651,20.0,1,1.1215718554613257,0,0,0,0,0
886,651,20.0,1,1.1215718554613257,0,0,0,0,0
887,651,20.0,1,1.1215718554613257,0,0,0,0,0
888,1601,20.0,5,1.1215718554613257,1,0,0,0,0
889,1601,20.0,5,1.1215718554613257,1,0,0,0,0
890,575,97.0,1,3.516022657072505,0,0,0,0,0
891,651,20.0,1,1.1215718554613257,0,0,0,0,0
892,651,20.0,1,1.1215718554613257,0,0,0,0,0
893,651,20.0,1,1.1215718554613257,0,0,0,0,0
894,1601,20.0,5,1.1215718554613257,1,0,0,0,0
895,651,20.0,1,1.1215718554613257,0,0,0,0,0
896,1601,20.0,5,1.1215718554613257,1,0,0,0,0
897,651,20.0,1,1.1215718554613257,0,0,0,0,0
898,1601,20.0,5,1.1215718554613257,1,0,0,0,0
899,651,20.0,1,1.1215718554613257,0,0,0,0,0
900,1601,20.0,5,1.1215718554613257,1,0,0,0,0
901,640,30.0,1,1.1082983123207257,0,0,0,0,0
902,640,30.0,1,1.1082983123207257,0,0,0,0,0
903,1601,20.0,5,1.1215718554613257,1,0,0,0,0
904,651,20.0,1,1.1215718554613257,0,0,0,0,0
905,651,20.0,1,1.1215718554613257,0,0,0,0,0
906,1601,20.0,5,1.1215718554613257,1,0,0,0,0
907,651,20.0,1,1.1215718554613257,0,0,0,0,0
908,600,32.25,1,2.545315067828576,0,0,0,0,0
909,560,50.0,1,0.991921239700342,0,0,0,0,0
910,673,52.0,1,1.6743379360949904,0,0,0,0,0
911,850,38.0,2,2.2568874658128215,0,0,0,0,0
912,1601,20.0,5,1.1215718554613257,1,0,0,0,0
913,1601,20.0,5,1.1215718554613257,1,0,0,0,0
914,450,31.0,1,2.4748182242678944,0,0,0,0,0
915,651,20.0,1,1.1215718554613257,0,0,0,0,0
916,650,20.0,1,1.1215718554613257,0,0,0,0,0
917,880,185.0,3,5.993596157694617,0,0,0,0,0
918,651,20.0,1,1.1215718554613257,0,0,0,0,0
919,651,20.0,1,1.1215718554613257,0,0,0,0,0
920,1601,20.0,5,1.1215718554613257,1,0,0,0,0
921,651,20.0,1,1.1215718554613257,0,0,0,0,0
922,1601,20.0,5,1.1215718554613257,1,0,0,0,0
923,651,20.0,1,1.1215718554613257,0,0,0,0,0
924,1601,20.0,5,1.1215718554613257,1,0,0,0,0
925,1601,20.0,5,1.1215718554613257,1,0,0,0,0
926,1601,20.0,5,1.1215718554613257,1,0,0,0,0
927,651,20.0,1,1.1215718554613257,0,0,0,0,0
928,1601,20.0,5,1.1215718554613257,1,0,0,0,0
929,1601,20.0,5,1.1215718554613257,1,0,0,0,0
930,651,20.0,1,1.1215718554613257,0,0,0,0,0
931,815,80.0,2,2.5748782602895073,0,0,0,0,0
932,640,30.0,1,1.1082983123207257,0,0,0,0,0
933,651,20.0,1,1.1215718554613257,0,0,0,0,0
934,651,20.0,1,1.1215718554613257,0,0,0,0,0
935,1601,20.0,5,1.1215718554613257,1,0,0,0,0
936,651,20.0,1,1.1215718554613257,0,0,0,0,0
937,860,38.0,2,0.7338569808551799,0,0,0,0,0
938,651,20.0,1,1.1215718554613257,0,0,0,0,0
939,651,20.0,1,1.1215718554613257,0,0,0,0,0
940,1601,20.0,5,1.1215718554613257,1,0,0,0,0
941,1601,20.0,5,1.1215718554613257,1,0,0,0,0
942,651,20.0,1,1.1215718554613257,0,0,0,0,0
943,815,80.0,2,2.5748782602895073,0,0,0,0,0
944,640,30.0,1,1.1082983123207257,0,0,0,0,0
945,651,20.0,1,1.1215718554613257,0,0,0,0,0
946,651,20.0,1,1.1215718554613257,0,0,0,0,0
947,1601,20.0,5,1.1215718554613257,1,0,0,0,0
948,651,20.0,1,1.1215718554613257,0,0,0,0,0
949,860,38.0,2,0.7338569808551799,0,0,0,0,0
950,651,20.0,1,1.1215718554613257,0,0,0,0,0
951,651,20.0,1,1.1215718554613257,0,0,0,0,0
