,Total sqft,price,bhk,type,housing_type,location_weight
172,330,30.71,1,BHK,Apartment,1.0116676066245807
173,326,30.93,1,BHK,Apartment,1.0116676066245807
174,513,43.83,2,BHK,Apartment,1.0116676066245807
175,613,139.0,2,BHK,Apartment,6.74420594385617
176,405,92.34,1,BHK,Apartment,6.74420594385617
177,241,6.5,1,RK,StudioApartment,0.7283536788739912
178,770,29.64,2,BHK,Apartment,0.7192336235074379
179,790,30.41,2,BHK,Apartment,0.7192336235074379
180,540,20.79,1,BHK,Apartment,0.7192336235074379
181,605,23.29,1,BHK,Apartment,0.7192336235074379
182,430,16.55,1,BHK,Apartment,0.7192336235074379
183,646,146.0,2,BHK,Apartment,6.74420594385617
184,323,69.9,1,BHK,Apartment,6.74420594385617
185,595,127.0,2,BHK,Apartment,3.8842194205412137
186,418,90.08,1,BHK,Apartment,3.8842194205412137
187,584,124.0,2,BHK,Apartment,3.8842194205412137
188,444,88.54,1,BHK,Apartment,3.359460120516756
189,390,78.05,1,BHK,Apartment,3.359460120516756
190,408,81.55,1,BHK,Apartment,3.359460120516756
191,1093,227.0,3,BHK,Apartment,3.414803784231323
192,701,149.0,2,BHK,Apartment,3.414803784231323
193,437,97.0,1,BHK,Apartment,4.55273163898339
194,619,145.0,2,BHK,Apartment,4.55273163898339
195,434,96.0,1,BHK,Apartment,4.55273163898339
196,385,88.0,1,BHK,Apartment,4.55273163898339
197,477,120.0,1,BHK,Apartment,4.55273163898339
198,584,145.0,1,BHK,Apartment,4.55273163898339
199,712,170.0,2,BHK,Apartment,4.55273163898339
200,871,229.99999999999997,2,BHK,Apartment,4.55273163898339
201,502,16.56,1,RK,StudioApartment,0.7192336235074379
202,635,20.95,1,BHK,Apartment,0.7192336235074379
203,535,17.65,1,BHK,Apartment,0.7192336235074379
204,565,18.64,1,BHK,Apartment,0.7192336235074379
205,380,13.68,1,RK,StudioApartment,0.7192336235074379
206,1292,377.0,3,BHK,Apartment,5.993596157694617
207,758,225.0,2,BHK,Apartment,5.993596157694617
208,345,19.91,1,BHK,Apartment,0.7192336235074379
209,352,20.5,1,BHK,Apartment,0.7192336235074379
210,294,16.0,1,BHK,Apartment,0.7192336235074379
211,366,21.28,1,BHK,Apartment,0.7192336235074379
212,333,19.33,1,BHK,Apartment,0.7192336235074379
213,358,20.89,1,BHK,Apartment,0.7192336235074379
214,372,21.67,1,BHK,Apartment,0.7192336235074379
215,380,22.06,1,BHK,Apartment,0.7192336235074379
216,380,88.0,1,BHK,Apartment,4.55273163898339
217,764,185.0,2,BHK,Apartment,4.55273163898339
218,708,109.00000000000001,2,BHK,Apartment,4.558281067931539
219,923,140.0,3,BHK,Apartment,4.558281067931539
220,694,106.0,2,BHK,Apartment,4.558281067931539
221,401,24.58,1,BHK,Apartment,0.9630876565154779
222,440,28.31,1,BHK,Apartment,0.9630876565154779
223,334,21.95,1,BHK,Apartment,0.9630876565154779
224,383,25.02,1,BHK,Apartment,0.9630876565154779
225,1275,151.0,2,BHK,Apartment,4.558281067931539
226,1875,216.0,3,BHK,Apartment,4.558281067931539
227,1415,165.0,2,BHK,Apartment,4.558281067931539
228,3295,381.0,4,BHK,Apartment,4.558281067931539
229,1890,218.00000000000003,3,BHK,Apartment,4.558281067931539
230,1855,214.0,3,BHK,Apartment,4.558281067931539
231,2025,231.99999999999997,3,BHK,Apartment,4.558281067931539
232,1400,164.0,2,BHK,Apartment,4.558281067931539
233,3405,393.0,4,BHK,Apartment,4.558281067931539
234,662,35.69,2,BHK,Apartment,0.99373349499896
235,438,23.61,1,BHK,Apartment,0.99373349499896
236,280,19.09,1,BHK,Apartment,0.9630876565154779
237,278,18.0,1,BHK,Apartment,0.9630876565154779
238,410,17.4,1,BHK,Apartment,0.7283536788739912
239,550,16.5,1,BHK,Apartment,0.7338569808551799
240,760,22.8,2,BHK,Apartment,0.7338569808551799
241,685,36.37,1,BHK,Apartment,0.9630876565154779
242,1100,60.0,2,BHK,Apartment,0.9630876565154779
243,1595,145.0,3,BHK,Apartment,0.991921239700342
244,570,110.00000000000001,2,BHK,Apartment,5.739456745942991
245,580,69.0,1,BHK,Apartment,2.948147884164289
246,1000,30.0,2,BHK,Apartment,1.1082983123207257
247,534,15.5,1,BHK,Apartment,1.1215718554613257
248,555,35.0,1,BHK,Apartment,2.7249683143219268
249,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
250,651,20.0,1,BHK,Apartment,1.1215718554613257
251,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
252,246,68.65,1,BHK,Apartment,1.1215718554613257
253,503,138.0,1,BHK,Apartment,1.1215718554613257
254,514,141.0,1,BHK,Apartment,1.1215718554613257
255,323,82.89,1,BHK,Apartment,1.1215718554613257
256,237,61.22,1,BHK,Apartment,1.1215718554613257
257,275,70.8,1,BHK,Apartment,1.1215718554613257
258,216,55.93,1,BHK,Apartment,1.1215718554613257
259,460,19.0,1,BHK,Apartment,0.7707791341471549
260,300,16.0,1,RK,StudioApartment,1.1215777085298801
261,507,29.5,1,BHK,Apartment,0.8905343205923554
262,750,225.0,2,BHK,Apartment,14.457007537856049
263,635,240.0,1,BHK,Apartment,7.6612634247215
264,978,190.0,2,BHK,Apartment,5.993596157694617
265,810,90.0,2,BHK,Apartment,2.948147884164289
266,887,85.0,2,BHK,Apartment,2.2568874658128215
267,387,11.5,1,BHK,Apartment,0.7192336235074379
268,662,28.0,1,BHK,Apartment,8.641676233810463
269,860,42.0,2,BHK,Apartment,0.8320825828830634
270,560,29.75,1,BHK,Apartment,0.7362750983923688
271,865,36.0,2,BHK,Apartment,1.1082983123207257
272,765,130.0,1,BHK,Apartment,17.24664428286602
273,630,26.0,1,BHK,Apartment,2.2568874658128215
274,2250,78.0,3,BHK,Apartment,2.508171569608432
275,450,89.0,1,BHK,Apartment,0.7283536788739912
276,550,40.0,1,BHK,Apartment,1.1072643586151696
277,651,20.0,1,BHK,Apartment,1.1215718554613257
278,600,250.0,1,BHK,Apartment,22.566039623774266
279,651,20.0,1,BHK,Apartment,1.1215718554613257
280,535,46.0,2,BHK,Apartment,2.5088386365152426
281,825,54.0,2,BHK,Apartment,1.5422987125608703
282,2002,300.0,6,BHK,IndependentFloor,8.437249849909946
283,2000,286.0,3,BHK,IndependentFloor,8.437249849909946
284,854,185.0,2,BHK,Apartment,17.291551401429096
285,695,23.0,1,BHK,Apartment,0.7192336235074379
286,420,68.03,1,BHK,Apartment,3.414803784231323
287,394,65.0,1,BHK,Apartment,3.414803784231323
288,316,55.29,1,BHK,Apartment,3.414803784231323
289,1275,69.99,3,BHK,Apartment,1.234674137816023
290,387,11.61,1,BHK,Apartment,0.450436928823961
291,560,47.0,1,BHK,Apartment,1.5075712093923022
292,680,77.0,1,BHK,Apartment,3.6308651857781338
293,350,65.0,1,BHK,Apartment,8.937670294484382
294,385,24.5,1,BHK,Apartment,1.2782669601761059
295,550,35.0,1,BHK,Apartment,2.3652286610061273
296,725,25.0,1,BHK,Apartment,1.1082983123207257
297,780,78.0,3,BHK,IndependentHouse,4.428371308499385
298,1150,175.0,2,BHK,Apartment,8.5546566034859
299,413,74.36,1,BHK,Apartment,3.414803784231323
300,353,60.78,1,BHK,Apartment,3.414803784231323
301,390,67.13,1,BHK,Apartment,3.414803784231323
302,406,69.76,1,BHK,Apartment,3.414803784231323
303,332,57.09,1,BHK,Apartment,3.414803784231323
304,980,50.0,2,BHK,Apartment,1.7708119425031927
305,275,56.99,1,BHK,Apartment,4.68917582433518
306,520,114.99999999999999,1,BHK,Apartment,4.428371308499385
307,565,35.0,1,BHK,Apartment,0.740444266559936
308,500,126.0,2,BHK,Apartment,5.993596157694617
309,650,22.99,1,BHK,Apartment,1.1082983123207257
310,600,18.0,1,BHK,Apartment,8.211593622840372
311,410,17.75,1,BHK,Apartment,0.6359944999257618
312,735,31.5,2,BHK,Apartment,0.6359944999257618
313,840,36.25,2,BHK,Apartment,0.6359944999257618
314,460,21.25,1,BHK,Apartment,0.6359944999257618
315,435,20.0,1,BHK,Apartment,0.6359944999257618
316,490,22.5,1,BHK,Apartment,0.6359944999257618
317,530,24.5,1,BHK,Apartment,0.6359944999257618
318,780,33.5,2,BHK,Apartment,0.6359944999257618
319,428,33.49,2,BHK,Apartment,0.8182687390211906
320,237,19.99,1,BHK,Apartment,0.8182687390211906
321,1450,69.99,3,BHK,Villa,0.7338569808551799
322,515,125.0,1,BHK,Apartment,4.428371308499385
323,540,114.99999999999999,1,BHK,Apartment,6.593956373824295
324,250,3.8,1,BHK,Apartment,0.03335334534053765
325,264,20.0,1,BHK,Apartment,5.382118159784759
326,380,15.0,1,BHK,Apartment,0.991921239700342
327,750,88.0,1,BHK,Apartment,3.6308651857781338
328,900,75.0,2,BHK,Apartment,3.028996885310674
329,600,42.0,1,BHK,Apartment,2.545315067828576
330,676,150.0,2,BHK,Apartment,4.920730215907322
331,830,80.0,2,BHK,Apartment,2.2635803704444895
334,1505,53.0,3,BHK,Apartment,1.6743379360949904
335,660,71.0,1,BHK,Apartment,2.9352394045122727
336,600,35.0,1,BHK,Apartment,2.545315067828576
337,540,100.0,1,BHK,Apartment,6.593956373824295
338,350,72.0,1,BHK,Apartment,3.592155293175906
339,960,62.0,2,BHK,Apartment,1.5576012274031088
340,650,125.0,1,BHK,Apartment,4.68917582433518
341,450,100.0,1,BHK,Apartment,4.375958908678541
342,690,35.0,1,BHK,Apartment,1.234674137816023
343,674,28.0,1,BHK,Apartment,0.840504302581549
344,425,21.54,2,BHK,Apartment,3.414803784231323
345,790,375.0,2,BHK,Apartment,15.471687384015109
346,550,40.0,1,BHK,Apartment,1.2782669601761059
347,1151,159.0,2,BHK,Apartment,4.428371308499385
348,660,42.0,1,BHK,Apartment,2.545315067828576
349,385,14.9,1,BHK,Apartment,0.991921239700342
350,800,70.0,2,BHK,Apartment,2.948147884164289
351,270,55.0,1,BHK,Apartment,1.7410446267760658
352,850,48.0,1,BHK,Apartment,2.948147884164289
353,950,90.0,2,BHK,Apartment,1.7708119425031927
354,830,57.0,2,BHK,Apartment,1.5422987125608703
355,540,32.0,1,BHK,Apartment,1.1072643586151696
356,890,250.0,1,BHK,Apartment,8.244946968180908
357,500,18.0,1,BHK,Apartment,0.6359944999257618
358,470,26.0,1,BHK,Apartment,0.7707791341471549
359,410,18.5,1,BHK,Apartment,0.7707791341471549
360,1000,185.0,2,BHK,Apartment,5.993596157694617
361,1050,175.0,2,BHK,Apartment,3.6308651857781338
362,1050,239.0,2,BHK,Apartment,4.063829602109092
363,580,93.0,1,BHK,Apartment,4.063829602109092
364,560,82.0,1,BHK,Apartment,4.428371308499385
365,570,105.0,1,BHK,Apartment,4.375958908678541
366,575,52.0,1,BHK,Apartment,2.948147884164289
367,350,24.0,1,BHK,Apartment,0.7070909212193983
368,740,76.0,1,BHK,Apartment,2.948147884164289
369,1565,165.0,3,BHK,Apartment,2.948147884164289
370,1080,190.0,2,BHK,Apartment,4.063829602109092
371,1500,400.0,3,BHK,Apartment,8.690312226551617
372,1355,130.0,3,BHK,Apartment,2.2568874658128215
373,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
374,651,20.0,1,BHK,Apartment,1.1215718554613257
375,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
376,651,20.0,1,BHK,Apartment,1.1215718554613257
377,960,114.99999999999999,2,BHK,Apartment,2.581548929357615
378,666,193.0,2,BHK,Apartment,17.291551401429096
379,261,45.49,1,BHK,Apartment,2.2568874658128215
380,1093,78.0,2,BHK,Apartment,2.4748182242678944
381,600,77.0,1,BHK,Apartment,3.6308651857781338
382,355,75.0,1,BHK,Apartment,8.437249849909946
383,600,55.0,1,BHK,Apartment,3.6308651857781338
384,650,20.5,1,BHK,Apartment,0.8894225424143375
385,854,155.0,2,BHK,Apartment,8.690312226551617
386,550,35.0,1,BHK,Apartment,0.991921239700342
387,830,55.0,2,BHK,Apartment,1.5422987125608703
388,830,56.61,2,BHK,Apartment,1.5422987125608703
389,575,66.0,2,BHK,Apartment,2.5088386365152426
390,380,50.0,1,BHK,Apartment,1.5742779000733775
391,1098,155.0,2,BHK,Apartment,8.5546566034859
392,294,22.54,1,BHK,Apartment,0.8182687390211906
393,436,33.49,2,BHK,Apartment,0.8182687390211906
394,450,33.0,1,BHK,Apartment,2.5088386365152426
395,950,340.0,2,BHK,Apartment,14.457007537856049
396,3000,450.0,4,BHK,Apartment,1.1215718554613257
397,500,42.0,1,BHK,Apartment,3.2039594126846485
398,590,36.0,1,BHK,Apartment,0.3536319322457673
399,1100,185.0,4,BHK,Apartment,4.920730215907322
400,250,98.0,1,BHK,Apartment,3.10853178573811
401,500,105.0,1,BHK,Apartment,5.739456745942991
402,410,110.00000000000001,1,BHK,Apartment,5.739456745942991
403,655,38.0,1,BHK,Apartment,5.721210504080227
404,505,31.5,1,BHK,Apartment,1.2782669601761059
405,651,38.0,1,BHK,Apartment,2.545315067828576
406,554,43.0,1,BHK,Apartment,1.5075712093923022
407,615,21.0,1,BHK,Apartment,0.8182687390211906
408,650,192.0,2,BHK,Apartment,8.761923820959243
409,1150,88.0,2,BHK,Apartment,2.4748182242678944
410,1100,60.0,2,BHK,Apartment,1.5422987125608703
411,602,187.0,2,BHK,Apartment,8.690312226551617
412,579,179.0,2,BHK,Apartment,8.690312226551617
413,575,62.0,1,BHK,Apartment,2.5088386365152426
414,550,36.0,1,BHK,Apartment,3.6308651857781338
415,501,81.0,1,BHK,Apartment,5.993596157694617
416,570,110.00000000000001,1,BHK,Apartment,7.5222911524692595
417,811,148.0,2,BHK,Apartment,8.641676233810463
418,590,90.0,1,BHK,Apartment,8.5546566034859
419,650,140.0,2,BHK,Apartment,3.9654561967950004
420,477,38.49,1,BHK,Apartment,1.5422987125608703
421,477,38.49,1,BHK,Apartment,1.5422987125608703
422,384,36.49,1,BHK,Apartment,1.5422987125608703
423,477,38.49,1,BHK,Apartment,1.5422987125608703
424,384,36.49,1,BHK,Apartment,1.5422987125608703
425,384,36.49,1,BHK,Apartment,1.5422987125608703
426,384,36.49,1,BHK,Apartment,1.5422987125608703
428,450,95.0,1,BHK,Apartment,17.291551401429096
429,600,95.0,1,BHK,Apartment,4.375958908678541
430,515,33.5,1,BHK,Apartment,1.7708119425031927
431,700,75.0,1,BHK,Apartment,2.3652286610061273
432,671,43.0,1,BHK,Apartment,1.7708119425031927
433,338,43.5,1,RK,StudioApartment,3.6824055217444194
434,800,110.00000000000001,2,BHK,Apartment,2.948147884164289
435,600,30.0,1,BHK,Apartment,4.558281067931539
436,1100,75.0,2,BHK,Apartment,4.558281067931539
437,635,23.49,1,BHK,Apartment,4.558281067931539
438,443,129.0,1,BHK,Apartment,4.68917582433518
439,446,130.0,1,BHK,Apartment,4.68917582433518
440,600,26.0,1,BHK,Apartment,1.1215777085298801
441,525,30.0,1,BHK,Apartment,0.9759397305049697
442,1230,135.0,2,BHK,Apartment,2.948147884164289
443,444,38.5,1,BHK,Apartment,1.484157160963245
444,561,49.5,2,BHK,Apartment,1.484157160963245
445,624,55.0,2,BHK,Apartment,1.484157160963245
447,670,16.75,1,BHK,Apartment,0.5041914037311276
448,500,12.5,1,BHK,Apartment,0.5041914037311276
449,600,15.0,1,BHK,Apartment,0.5041914037311276
450,650,16.25,1,BHK,Apartment,0.5041914037311276
451,930,23.25,2,BHK,Apartment,0.5041914037311276
452,560,19.99,1,BHK,Apartment,0.991921239700342
453,400,32.0,1,RK,StudioApartment,2.948147884164289
454,460,39.3,1,BHK,Apartment,1.39896883113687
455,424,36.9,1,BHK,Apartment,1.39896883113687
456,513,43.8,1,BHK,Apartment,1.39896883113687
457,566,50.97,2,BHK,Apartment,1.39896883113687
458,483,43.99,1,BHK,Apartment,3.1668167567206993
459,640,28.16,1,BHK,Apartment,0.8765259155493297
460,635,37.0,1,BHK,Apartment,1.2782669601761059
463,270,20.39,1,RK,StudioApartment,3.6308651857781338
464,525,22.0,1,BHK,Apartment,1.1215777085298801
465,437,25.79,1,BHK,Apartment,1.1921152691614971
466,482,28.43,1,BHK,Apartment,1.1921152691614971
467,525,21.0,1,BHK,Apartment,0.9630876565154779
468,405,17.0,1,RK,StudioApartment,0.9630876565154779
469,375,24.5,1,BHK,Apartment,1.2583704068595
470,595,39.0,2,BHK,Apartment,1.2583704068595
471,470,20.0,1,BHK,Apartment,0.7283536788739912
472,553,23.25,2,BHK,Apartment,0.7283536788739912
473,485,18.95,1,BHK,Apartment,0.5276499232873056
474,610,24.4,1,BHK,Apartment,2.2568874658128215
475,535,26.5,1,BHK,Apartment,0.7904742845707425
476,313,27.56,1,BHK,Apartment,1.0116676066245807
477,313,27.56,1,BHK,Apartment,1.0116676066245807
478,298,27.0,1,BHK,Apartment,1.0116676066245807
479,298,27.0,1,BHK,Apartment,1.0116676066245807
480,313,27.56,1,BHK,Apartment,1.0116676066245807
481,313,27.56,1,BHK,Apartment,1.0116676066245807
482,298,27.0,1,BHK,Apartment,1.0116676066245807
483,298,27.0,1,BHK,Apartment,1.0116676066245807
484,685,48.0,1,BHK,Apartment,1.6743379360949904
485,395,55.99,1,BHK,Apartment,3.2039594126846485
486,486,60.0,1,BHK,Apartment,3.516022657072505
487,530,185.0,1,BHK,Apartment,15.471687384015109
488,850,34.8,2,BHK,Apartment,2.2568874658128215
490,1050,95.0,2,BHK,Apartment,3.6308651857781338
491,456,21.99,1,BHK,Apartment,0.6359944999257618
492,600,25.0,1,BHK,Apartment,2.2568874658128215
493,1250,89.0,2,BHK,Apartment,6.234852022324505
494,800,55.0,1,BHK,Apartment,1.1215718554613257
495,2700,2500.0,4,BHK,Apartment,1.1215718554613257
496,475,17.5,1,BHK,Apartment,0.7338569808551799
497,590,29.5,1,BHK,Apartment,1.7708119425031927
498,1021,111.00000000000001,2,BHK,Apartment,2.948147884164289
499,620,23.99,1,BHK,Apartment,4.558281067931539
500,640,25.0,1,BHK,Apartment,4.558281067931539
501,453,74.0,1,BHK,Apartment,3.6308651857781338
502,668,103.0,2,BHK,Apartment,3.6308651857781338
503,706,149.0,2,BHK,Apartment,4.063829602109092
504,649,129.0,2,BHK,Apartment,4.063829602109092
505,600,21.0,1,BHK,Apartment,1.7708119425031927
506,610,29.35,1,BHK,Apartment,0.9630876565154779
507,655,31.4,1,BHK,Apartment,0.9630876565154779
508,635,30.5,1,BHK,Apartment,0.9630876565154779
509,830,40.0,2,BHK,Apartment,0.9630876565154779
510,460,65.0,2,BHK,Apartment,2.0745780801814426
511,825,49.0,2,BHK,Apartment,1.5422987125608703
512,685,45.0,1,BHK,Apartment,1.5422987125608703
513,900,50.0,2,BHK,IndependentFloor,0.99373349499896
514,870,145.0,2,BHK,Apartment,6.149800991706135
515,410,28.0,1,BHK,Apartment,1.5075712093923022
516,528,24.19,2,BHK,Apartment,0.6359944999257618
517,528,24.19,2,BHK,Apartment,0.6359944999257618
518,276,14.0,1,BHK,Apartment,0.6359944999257618
519,276,14.0,1,BHK,Apartment,0.6359944999257618
520,528,24.19,2,BHK,Apartment,0.6359944999257618
521,528,24.19,2,BHK,Apartment,0.6359944999257618
522,276,14.0,1,BHK,Apartment,0.6359944999257618
523,276,14.0,1,BHK,Apartment,0.6359944999257618
524,600,21.0,1,BHK,Apartment,1.7708119425031927
525,390,15.0,1,RK,StudioApartment,1.7708119425031927
526,520,17.2,1,BHK,Apartment,0.7338569808551799
527,555,18.3,1,BHK,Apartment,0.7338569808551799
528,360,12.2,1,RK,StudioApartment,0.7338569808551799
529,850,27.5,2,BHK,Apartment,0.7338569808551799
530,582,95.0,1,BHK,Apartment,5.739456745942991
531,500,130.0,1,BHK,Apartment,9.791708358348343
532,430,78.0,1,BHK,Apartment,4.4760189447001535
533,1200,210.0,2,BHK,Apartment,4.68917582433518
534,550,82.0,1,BHK,Apartment,3.516022657072505
535,650,21.0,1,BHK,Apartment,0.450436928823961
536,1150,160.0,2,BHK,Apartment,5.739456745942991
537,1100,160.0,2,BHK,Apartment,5.739456745942991
538,975,145.0,2,BHK,Apartment,3.6308651857781338
539,1050,178.0,2,BHK,Apartment,5.739456745942991
540,575,30.47,1,BHK,Apartment,1.7708119425031927
541,485,25.7,1,BHK,Apartment,0.991921239700342
542,1070,88.0,2,BHK,Apartment,2.948147884164289
543,880,145.0,2,BHK,Apartment,4.063829602109092
544,428,45.0,1,BHK,Apartment,3.2039594126846485
545,830,97.0,2,BHK,Apartment,2.948147884164289
546,900,54.0,2,BHK,Apartment,0.99373349499896
547,890,130.0,2,BHK,Apartment,4.24254552731639
548,860,36.5,1,BHK,Apartment,0.7707791341471549
549,450,32.0,1,BHK,Apartment,0.991921239700342
550,1070,107.0,3,BHK,Apartment,3.6308651857781338
551,525,31.0,1,BHK,Apartment,2.3652286610061273
552,585,56.0,1,BHK,Apartment,3.414803784231323
553,220,40.0,1,BHK,Apartment,2.491494896938163
554,630,40.0,1,BHK,Apartment,1.5422987125608703
555,540,21.0,1,BHK,Apartment,0.6070308851977854
556,670,99.0,1,BHK,Apartment,6.234852022324505
557,819,95.0,2,BHK,Apartment,0.991921239700342
558,475,15.0,1,BHK,Apartment,0.7338569808551799
559,560,35.0,1,BHK,Apartment,1.7708119425031927
560,750,40.0,2,BHK,Apartment,1.7708119425031927
561,237,26.0,1,BHK,Apartment,0.8655193115869523
562,340,19.5,1,RK,StudioApartment,1.7708119425031927
563,620,52.0,1,BHK,Apartment,2.948147884164289
564,1200,170.0,3,BHK,Apartment,3.6308651857781338
565,502,59.5,1,BHK,Apartment,3.6308651857781338
566,650,45.0,1,BHK,Apartment,1.7708119425031927
567,1520,175.0,3,BHK,Apartment,2.948147884164289
568,310,62.0,1,BHK,Apartment,4.063829602109092
569,320,60.0,1,BHK,Apartment,4.063829602109092
570,350,58.5,1,BHK,Apartment,6.593956373824295
571,580,34.0,1,BHK,Apartment,1.234674137816023
572,550,34.0,1,BHK,Apartment,1.234674137816023
573,581,115.99999999999999,2,BHK,Apartment,4.4760189447001535
574,540,105.0,1,BHK,Apartment,4.55273163898339
575,560,97.0,1,BHK,Apartment,6.149800991706135
576,600,30.0,1,BHK,Apartment,4.558281067931539
577,2300,825.0,4,BHK,Apartment,17.917417116936832
578,890,95.0,2,BHK,Apartment,3.6308651857781338
579,2400,600.0,3,BHK,Apartment,16.249749849909946
580,520,13.0,1,BHK,Apartment,0.3402041224734841
581,1269,85.0,3,BHK,Apartment,1.4075111733706893
582,275,60.0,1,BHK,Apartment,10.810588917453035
583,565,19.0,1,BHK,Apartment,0.6737375758788607
584,730,52.0,1,BHK,Apartment,1.5422987125608703
585,680,26.51,1,BHK,Apartment,1.39896883113687
586,1452,311.0,4,BHK,Apartment,3.414803784231323
587,726,155.0,2,BHK,Apartment,3.414803784231323
588,1974,500.0,4,BHK,Apartment,7.422231116447647
589,300,15.0,1,BHK,Apartment,0.991921239700342
590,300,18.0,1,RK,StudioApartment,1.1082983123207257
591,1000,175.0,2,BHK,Apartment,3.414803784231323
592,900,65.0,2,BHK,Apartment,1.7708119425031927
593,610,45.0,1,BHK,Apartment,1.7708119425031927
594,685,44.0,1,BHK,Apartment,0.9759397305049697
595,650,36.5,1,BHK,Apartment,1.39896883113687
596,600,190.0,1,BHK,Apartment,7.6612634247215
597,614,73.0,1,BHK,Apartment,1.1215718554613257
598,1010,206.99999999999997,2,BHK,Apartment,17.291551401429096
599,1150,135.0,2,BHK,Apartment,1.2782669601761059
600,1150,49.0,2,BHK,Apartment,4.558281067931539
601,1150,89.0,2,BHK,Apartment,4.558281067931539
602,650,25.0,1,BHK,Apartment,4.558281067931539
603,670,28.0,1,BHK,Apartment,1.2583704068595
604,577,39.79,2,BHK,Apartment,2.2568874658128215
605,625,110.00000000000001,2,BHK,Apartment,4.68917582433518
606,591,83.0,1,BHK,Apartment,3.9654561967950004
607,1008,190.0,3,BHK,Apartment,6.593956373824295
608,665,80.0,1,BHK,Apartment,3.6308651857781338
609,975,254.99999999999997,2,BHK,Apartment,17.917417116936832
610,1725,150.0,3,BHK,Apartment,4.558281067931539
611,1250,89.0,2,BHK,Apartment,4.558281067931539
612,280,65.0,1,BHK,Apartment,5.739456745942991
613,1863,250.0,3,BHK,Apartment,2.2568874658128215
614,545,24.0,1,BHK,Apartment,0.7070909212193983
615,620,95.0,1,BHK,Apartment,5.993596157694617
616,680,235.0,1,BHK,Apartment,52.91063527005093
617,220,40.0,1,BHK,Apartment,2.491494896938163
618,1420,134.0,4,BHK,Apartment,2.7249683143219268
619,526,36.39,2,BHK,Apartment,2.2568874658128215
620,410,28.49,1,BHK,Apartment,2.2568874658128215
621,425,29.49,1,BHK,Apartment,2.2568874658128215
622,400,27.8,1,BHK,Apartment,2.2568874658128215
623,300,21.0,1,RK,StudioApartment,2.2568874658128215
624,240,16.99,1,RK,StudioApartment,2.2568874658128215
625,540,41.99,1,BHK,Apartment,0.8320825828830634
626,1290,47.0,2,BHK,Apartment,0.7707791341471549
627,418,20.0,1,BHK,Apartment,0.7338569808551799
628,980,44.99,2,BHK,Apartment,1.1072643586151696
629,1532,190.0,3,BHK,Apartment,3.6308651857781338
630,550,33.0,1,BHK,Apartment,0.8655193115869523
631,729,51.0,1,BHK,Apartment,3.414803784231323
632,1045,79.0,2,BHK,Apartment,3.414803784231323
633,1039,80.0,2,BHK,Apartment,3.414803784231323
634,1024,75.0,2,BHK,Apartment,3.414803784231323
635,720,50.0,1,BHK,Apartment,3.414803784231323
636,720,52.0,1,BHK,Apartment,3.414803784231323
637,700,149.0,2,BHK,Apartment,3.592155293175906
638,620,31.0,1,BHK,Apartment,1.7708119425031927
639,275,36.0,1,BHK,Apartment,9.396920203404093
640,366,64.0,1,BHK,Apartment,3.6308651857781338
641,225,52.0,1,BHK,Apartment,4.4760189447001535
642,952,270.0,3,BHK,Apartment,8.690312226551617
643,690,31.0,1,BHK,Apartment,0.991921239700342
644,678,38.0,2,BHK,Apartment,1.1082983123207257
645,670,105.0,2,BHK,Apartment,6.149800991706135
646,660,65.0,1,BHK,Apartment,3.028996885310674
647,545,20.0,1,BHK,Apartment,0.7192336235074379
648,538,42.0,1,BHK,Apartment,3.2039594126846485
649,560,125.0,2,BHK,Apartment,3.10853178573811
650,400,10.0,1,BHK,Apartment,0.24014408645187113
651,970,130.0,2,BHK,Apartment,4.375958908678541
652,350,15.0,1,BHK,Apartment,0.9759397305049697
653,540,25.0,1,BHK,Apartment,0.740444266559936
654,550,100.0,1,BHK,Apartment,3.158561803748916
655,1085,85.0,2,BHK,Apartment,2.581548929357615
656,830,94.0,2,BHK,Apartment,3.6308651857781338
657,875,185.0,2,BHK,Apartment,5.993596157694617
658,470,27.0,1,BHK,Apartment,0.991921239700342
659,455,38.0,1,BHK,Apartment,4.063829602109092
660,475,30.0,1,BHK,Apartment,0.8765259155493297
661,657,24.0,1,BHK,Apartment,0.99373349499896
662,900,425.0,2,BHK,Apartment,7.5222911524692595
663,750,49.0,2,BHK,Apartment,1.8327663264625444
664,800,325.0,2,BHK,Apartment,15.471687384015109
665,700,70.0,2,BHK,Apartment,2.5088386365152426
666,920,49.0,2,BHK,Apartment,4.558281067931539
667,1150,79.0,2,BHK,Apartment,4.558281067931539
668,1085,85.0,2,BHK,Apartment,3.6308651857781338
669,900,80.0,2,BHK,Apartment,5.382118159784759
670,650,38.0,1,BHK,Apartment,1.7708119425031927
671,1208,150.0,2,BHK,Apartment,5.993596157694617
672,550,90.0,2,BHK,Apartment,7.5222911524692595
673,626,64.0,1,BHK,Apartment,3.6308651857781338
674,700,40.0,1,BHK,Apartment,1.5576012274031088
675,985,185.0,2,BHK,Apartment,4.55273163898339
676,1150,150.0,2,BHK,Apartment,2.545315067828576
677,410,63.0,1,RK,StudioApartment,3.9654561967950004
678,840,120.0,2,BHK,Apartment,3.6308651857781338
