,Total sqft,price,bhk,type,housing_type,location_weight
679,400,10.0,1,BHK,Apartment,0.24014408645187113
680,960,55.0,2,BHK,Apartment,1.39896883113687
681,400,10.0,1,BHK,Apartment,0.24014408645187113
682,510,65.0,1,BHK,Apartment,2.491494896938163
683,525,54.0,2,BHK,Apartment,3.6308651857781338
684,1300,320.0,3,BHK,Apartment,5.739456745942991
685,375,11.81,1,RK,StudioApartment,0.6359944999257618
686,400,12.5,1,BHK,Apartment,0.6359944999257618
687,850,27.0,2,BHK,Apartment,0.6359944999257618
688,1500,75.0,2,BHK,Apartment,1.1921152691614971
689,250,21.0,1,BHK,Apartment,2.581548929357615
690,976,80.0,2,BHK,Apartment,4.558281067931539
691,500,12.5,2,BHK,Apartment,0.9605763458074845
692,1160,28.75,2,BHK,Apartment,6.74420594385617
693,910,160.0,3,BHK,Apartment,5.993596157694617
694,920,140.0,2,BHK,Apartment,7.422231116447647
695,1700,87.0,4,BHK,Apartment,0.9630876565154779
696,550,25.0,1,BHK,Apartment,3.6308651857781338
697,485,26.67,1,BHK,Apartment,0.9759397305049697
698,675,48.0,1,BHK,Apartment,2.545315067828576
699,2300,950.0,3,BHK,Apartment,14.63767149178396
700,700,28.0,1,BHK,Apartment,2.2568874658128215
701,500,27.6,1,BHK,Apartment,1.7708119425031927
702,445,24.5,1,BHK,Apartment,0.991921239700342
703,1037,130.0,2,BHK,Apartment,3.6308651857781338
704,1000,62.0,2,BHK,Apartment,2.2568874658128215
705,879,30.13,2,BHK,Apartment,0.99373349499896
706,679,23.13,1,BHK,Apartment,0.99373349499896
707,645,22.14,1,BHK,Apartment,0.99373349499896
708,530,20.0,1,BHK,Apartment,0.7362750983923688
709,360,15.0,1,BHK,Apartment,0.740444266559936
710,1250,165.0,3,BHK,Apartment,3.9654561967950004
711,446,40.0,1,BHK,Apartment,2.2568874658128215
712,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
713,651,20.0,1,BHK,Apartment,1.1215718554613257
714,651,20.0,1,BHK,Apartment,1.1215718554613257
715,651,20.0,1,BHK,Apartment,1.1215718554613257
716,770,180.0,2,BHK,Apartment,4.4760189447001535
717,770,180.0,2,BHK,Apartment,4.4760189447001535
718,770,180.0,2,BHK,Apartment,4.4760189447001535
719,770,180.0,2,BHK,Apartment,4.4760189447001535
720,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
721,660,66.0,2,BHK,Apartment,2.2635803704444895
722,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
723,651,20.0,1,BHK,Apartment,1.1215718554613257
724,651,20.0,1,BHK,Apartment,1.1215718554613257
725,651,20.0,1,BHK,Apartment,1.1215718554613257
726,651,20.0,1,BHK,Apartment,1.1215718554613257
727,650,20.0,1,BHK,Apartment,1.1215718554613257
728,651,20.0,1,BHK,Apartment,1.1215718554613257
729,578,25.0,1,BHK,Apartment,0.991921239700342
730,1200,39.9,3,BHK,Apartment,0.8894225424143375
731,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
732,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
733,651,20.0,1,BHK,Apartment,1.1215718554613257
734,500,90.0,1,BHK,Apartment,4.68917582433518
735,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
736,651,20.0,1,BHK,Apartment,1.1215718554613257
737,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
738,2200,400.0,5,BHK,Apartment,8.5546566034859
739,775,180.0,2,BHK,Apartment,3.9654561967950004
740,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
741,960,40.0,2,BHK,Apartment,0.9605763458074845
742,651,20.0,1,BHK,Apartment,1.1215718554613257
743,1125,74.0,2,BHK,Apartment,1.5075712093923022
744,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
745,651,20.0,1,BHK,Apartment,1.1215718554613257
746,530,20.25,1,BHK,Apartment,0.7338569808551799
747,1070,79.0,2,BHK,Apartment,2.948147884164289
748,2250,1300.0,3,BHK,Apartment,32.7040668845752
749,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
750,1450,75.0,2,BHK,Apartment,0.7707791341471549
751,651,20.0,1,BHK,Apartment,1.1215718554613257
752,651,20.0,1,BHK,Apartment,1.1215718554613257
753,651,20.0,1,BHK,Apartment,1.1215718554613257
754,651,20.0,1,BHK,Apartment,1.1215718554613257
755,651,20.0,1,BHK,Apartment,1.1215718554613257
756,305,15.0,1,BHK,Apartment,0.991921239700342
757,305,15.0,1,BHK,Apartment,0.991921239700342
758,305,15.0,1,BHK,Apartment,0.991921239700342
759,305,15.0,1,BHK,Apartment,0.991921239700342
760,560,28.56,1,BHK,Apartment,0.9759397305049697
761,650,20.0,1,BHK,Apartment,1.1215718554613257
762,651,20.0,1,BHK,Apartment,1.1215718554613257
763,670,49.5,1,BHK,Apartment,1.2782669601761059
764,550,25.0,1,BHK,Apartment,2.3652286610061273
765,1065,100.0,2,BHK,Apartment,2.4748182242678944
766,1075,77.0,2,BHK,Apartment,1.5422987125608703
767,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
768,850,47.9,2,BHK,Apartment,2.948147884164289
769,864,66.0,2,BHK,Apartment,1.7708119425031927
770,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
771,600,24.0,1,BHK,Apartment,0.99373349499896
772,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
773,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
774,651,20.0,1,BHK,Apartment,1.1215718554613257
775,651,20.0,1,BHK,Apartment,1.1215718554613257
776,650,20.0,1,BHK,Apartment,1.1215718554613257
777,1600,20.0,5,BHK,IndependentFloor,1.1215718554613257
778,1600,20.0,5,BHK,IndependentFloor,1.1215718554613257
779,650,20.0,1,BHK,Apartment,1.1215718554613257
780,2250,1300.0,3,BHK,Apartment,32.7040668845752
781,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
782,1450,75.0,2,BHK,Apartment,0.7707791341471549
783,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
784,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
785,651,20.0,1,BHK,Apartment,1.1215718554613257
786,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
787,2200,400.0,5,BHK,Apartment,8.5546566034859
788,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
789,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
790,578,25.0,1,BHK,Apartment,0.991921239700342
791,515,25.75,1,BHK,Apartment,0.9759397305049697
792,651,20.0,1,BHK,Apartment,1.1215718554613257
793,1300,74.1,3,BHK,Apartment,2.0674626998421273
794,651,20.0,1,BHK,Apartment,1.1215718554613257
795,651,20.0,1,BHK,Apartment,1.1215718554613257
796,1685,375.0,3,BHK,Apartment,8.761923820959243
797,1800,280.0,4,BHK,Apartment,2.9352394045122727
798,500,90.0,1,BHK,Apartment,4.68917582433518
799,660,66.0,2,BHK,Apartment,2.2635803704444895
800,909,60.0,2,BHK,Apartment,1.9856358259400086
801,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
802,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
803,651,20.0,1,BHK,Apartment,1.1215718554613257
804,1000,40.0,2,BHK,Apartment,0.9605763458074845
805,2000,1200.0,4,BHK,Apartment,22.566039623774266
806,390,21.45,1,BHK,Apartment,0.9759397305049697
807,659,114.99999999999999,2,BHK,Apartment,3.479587752651591
808,1925,900.0,3,BHK,Apartment,30.758455073043827
809,590,16.52,1,BHK,Apartment,0.3536319322457673
810,350,9.8,1,BHK,Apartment,0.3536319322457673
811,350,9.8,1,BHK,Apartment,0.3536319322457673
812,430,12.04,1,BHK,Apartment,0.3536319322457673
813,590,16.52,1,BHK,Apartment,0.3536319322457673
814,430,12.04,1,BHK,Apartment,0.3536319322457673
815,510,14.28,1,BHK,Apartment,0.3536319322457673
816,590,16.52,1,BHK,Apartment,0.3536319322457673
817,350,9.8,1,BHK,Apartment,0.3536319322457673
818,350,9.8,1,BHK,Apartment,0.3536319322457673
819,465,13.02,1,BHK,Apartment,0.3536319322457673
820,651,20.0,1,BHK,Apartment,1.1215718554613257
821,1600,20.0,5,BHK,IndependentFloor,1.1215718554613257
822,651,20.0,1,BHK,Apartment,1.1215718554613257
823,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
824,651,20.0,1,BHK,Apartment,1.1215718554613257
825,651,20.0,1,BHK,Apartment,1.1215718554613257
826,965,65.5,2,BHK,Apartment,1.6743379360949904
827,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
828,651,20.0,1,BHK,Apartment,1.1215718554613257
829,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
830,1600,20.0,5,BHK,IndependentFloor,1.1215718554613257
831,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
832,651,20.0,1,BHK,Apartment,1.1215718554613257
833,651,20.0,1,BHK,Apartment,1.1215718554613257
834,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
835,651,20.0,1,BHK,Apartment,1.1215718554613257
836,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
837,1000,40.0,2,BHK,Apartment,0.9605763458074845
838,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
839,2000,1200.0,4,BHK,Apartment,22.566039623774266
840,310,75.0,1,RK,StudioApartment,8.437249849909946
841,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
842,651,20.0,1,BHK,Apartment,1.1215718554613257
843,650,41.0,1,BHK,Apartment,1.5422987125608703
844,1600,20.0,5,BHK,IndependentFloor,1.1215718554613257
845,1400,500.0,2,BHK,Apartment,10.810588917453035
846,2400,1900.0,4,BHK,Apartment,52.91063527005093
847,545,30.5,1,BHK,Apartment,0.9759397305049697
848,1020,85.0,2,BHK,Apartment,2.948147884164289
849,1020,115.99999999999999,2,BHK,Apartment,2.948147884164289
850,1070,95.0,2,BHK,Apartment,2.948147884164289
851,1020,96.0,2,BHK,Apartment,2.948147884164289
852,680,65.0,1,BHK,Apartment,2.948147884164289
853,1020,114.99999999999999,2,BHK,Apartment,2.948147884164289
854,1070,89.0,2,BHK,Apartment,2.948147884164289
855,1070,95.0,2,BHK,Apartment,2.948147884164289
856,1050,90.0,2,BHK,Apartment,2.948147884164289
857,900,195.0,2,BHK,Apartment,8.690312226551617
858,1200,375.0,3,BHK,Apartment,15.374224534720831
859,1350,100.0,3,BHK,Apartment,3.6308651857781338
860,651,20.0,1,BHK,Apartment,1.1215718554613257
861,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
862,510,36.0,1,BHK,Apartment,1.39896883113687
863,760,90.0,1,BHK,Apartment,2.581548929357615
864,2500,150.0,4,BHK,Apartment,2.2568874658128215
865,651,20.0,1,BHK,Apartment,1.1215718554613257
866,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
867,651,20.0,1,BHK,Apartment,1.1215718554613257
868,651,20.0,1,BHK,Apartment,1.1215718554613257
869,965,65.5,2,BHK,Apartment,1.6743379360949904
870,630,34.0,1,BHK,Apartment,1.7708119425031927
871,900,160.0,2,BHK,Apartment,4.063829602109092
872,719,187.0,2,BHK,Apartment,6.149800991706135
873,780,94.0,1,BHK,Apartment,3.8842194205412137
874,1400,625.0,3,BHK,Apartment,22.566039623774266
875,410,69.99,1,BHK,Apartment,2.2410112734307255
876,1050,170.0,2,BHK,Apartment,8.437249849909946
877,500,20.45,1,BHK,Apartment,0.5886865452604896
878,1024,95.0,2,BHK,Apartment,2.2568874658128215
879,540,126.0,1,BHK,Apartment,1.1215718554613257
880,1200,95.0,2,BHK,Apartment,2.2568874658128215
881,712,42.72,1,BHK,Apartment,0.9759397305049697
882,665,72.0,2,BHK,Apartment,3.6308651857781338
883,1000,135.0,2,BHK,Apartment,6.593956373824295
884,1975,148.0,3,BHK,Apartment,3.028996885310674
885,651,20.0,1,BHK,Apartment,1.1215718554613257
886,651,20.0,1,BHK,Apartment,1.1215718554613257
887,651,20.0,1,BHK,Apartment,1.1215718554613257
888,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
889,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
890,575,97.0,1,BHK,Apartment,3.516022657072505
891,651,20.0,1,BHK,Apartment,1.1215718554613257
892,651,20.0,1,BHK,Apartment,1.1215718554613257
893,651,20.0,1,BHK,Apartment,1.1215718554613257
894,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
895,651,20.0,1,BHK,Apartment,1.1215718554613257
896,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
897,651,20.0,1,BHK,Apartment,1.1215718554613257
898,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
899,651,20.0,1,BHK,Apartment,1.1215718554613257
900,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
901,640,30.0,1,BHK,Apartment,1.1082983123207257
902,640,30.0,1,BHK,Apartment,1.1082983123207257
903,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
904,651,20.0,1,BHK,Apartment,1.1215718554613257
905,651,20.0,1,BHK,Apartment,1.1215718554613257
906,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
907,651,20.0,1,BHK,Apartment,1.1215718554613257
908,600,32.25,1,BHK,Apartment,2.545315067828576
909,560,50.0,1,BHK,Apartment,0.991921239700342
910,673,52.0,1,BHK,Apartment,1.6743379360949904
911,850,38.0,2,BHK,Apartment,2.2568874658128215
912,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
913,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
914,450,31.0,1,BHK,Apartment,2.4748182242678944
915,651,20.0,1,BHK,Apartment,1.1215718554613257
916,650,20.0,1,BHK,Apartment,1.1215718554613257
917,880,185.0,3,BHK,Apartment,5.993596157694617
918,651,20.0,1,BHK,Apartment,1.1215718554613257
919,651,20.0,1,BHK,Apartment,1.1215718554613257
920,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
921,651,20.0,1,BHK,Apartment,1.1215718554613257
922,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
923,651,20.0,1,BHK,Apartment,1.1215718554613257
924,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
925,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
926,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
927,651,20.0,1,BHK,Apartment,1.1215718554613257
928,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
929,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
930,651,20.0,1,BHK,Apartment,1.1215718554613257
931,815,80.0,2,BHK,Apartment,2.5748782602895073
932,640,30.0,1,BHK,Apartment,1.1082983123207257
933,651,20.0,1,BHK,Apartment,1.1215718554613257
934,651,20.0,1,BHK,Apartment,1.1215718554613257
935,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
936,651,20.0,1,BHK,Apartment,1.1215718554613257
937,860,38.0,2,BHK,Apartment,0.7338569808551799
938,651,20.0,1,BHK,Apartment,1.1215718554613257
939,651,20.0,1,BHK,Apartment,1.1215718554613257
940,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
941,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
942,651,20.0,1,BHK,Apartment,1.1215718554613257
943,815,80.0,2,BHK,Apartment,2.5748782602895073
944,640,30.0,1,BHK,Apartment,1.1082983123207257
945,651,20.0,1,BHK,Apartment,1.1215718554613257
946,651,20.0,1,BHK,Apartment,1.1215718554613257
947,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
948,651,20.0,1,BHK,Apartment,1.1215718554613257
949,860,38.0,2,BHK,Apartment,0.7338569808551799
950,651,20.0,1,BHK,Apartment,1.1215718554613257
951,651,20.0,1,BHK,Apartment,1.1215718554613257
952,651,20.0,1,BHK,Apartment,1.1215718554613257
953,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
954,651,20.0,1,BHK,Apartment,1.1215718554613257
955,651,20.0,1,BHK,Apartment,1.1215718554613257
956,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
957,651,20.0,1,BHK,Apartment,1.1215718554613257
958,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
959,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
960,651,20.0,1,BHK,Apartment,1.1215718554613257
961,3000,200.0,2,BHK,Apartment,14.63767149178396
962,2000,175.0,3,BHK,Apartment,14.63767149178396
963,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
964,651,20.0,1,BHK,Apartment,1.1215718554613257
965,651,20.0,1,BHK,Apartment,1.1215718554613257
966,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
967,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
968,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
969,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
970,651,20.0,1,BHK,Apartment,1.1215718554613257
971,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
972,651,20.0,1,BHK,Apartment,1.1215718554613257
973,600,32.25,1,BHK,Apartment,2.545315067828576
974,560,50.0,1,BHK,Apartment,0.991921239700342
975,673,52.0,1,BHK,Apartment,1.6743379360949904
976,850,38.0,2,BHK,Apartment,2.2568874658128215
977,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
978,611,100.0,1,BHK,Apartment,1.1215718554613257
979,840,95.0,2,BHK,Apartment,3.6824055217444194
980,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
981,651,20.0,1,BHK,Apartment,1.1215718554613257
982,651,20.0,1,BHK,Apartment,1.1215718554613257
983,651,20.0,1,BHK,Apartment,1.1215718554613257
984,1925,900.0,3,BHK,Apartment,30.758455073043827
985,590,16.52,1,BHK,Apartment,0.3536319322457673
986,350,9.8,1,BHK,Apartment,0.3536319322457673
987,350,9.8,1,BHK,Apartment,0.3536319322457673
988,430,12.04,1,BHK,Apartment,0.3536319322457673
989,590,16.52,1,BHK,Apartment,0.3536319322457673
990,430,12.04,1,BHK,Apartment,0.3536319322457673
991,510,14.28,1,BHK,Apartment,0.3536319322457673
992,590,16.52,1,BHK,Apartment,0.3536319322457673
993,350,9.8,1,BHK,Apartment,0.3536319322457673
994,350,9.8,1,BHK,Apartment,0.3536319322457673
995,465,13.02,1,BHK,Apartment,0.3536319322457673
996,430,12.04,1,BHK,Apartment,0.3536319322457673
997,350,9.8,1,BHK,Apartment,0.3536319322457673
998,465,13.95,1,BHK,Apartment,0.37188980054699483
999,465,13.95,1,BHK,Apartment,0.3536319322457673
1000,800,32.0,2,BHK,Apartment,1.0156093656193717
1001,651,20.0,1,BHK,Apartment,1.1215718554613257
1002,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1003,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1004,700,165.0,2,BHK,Apartment,2.491494896938163
1005,650,20.0,1,BHK,Apartment,1.1215718554613257
1006,1600,20.0,5,BHK,IndependentFloor,1.1215718554613257
1007,1600,20.0,5,BHK,IndependentFloor,1.1215718554613257
1008,650,175.0,2,BHK,Apartment,4.68917582433518
1009,1300,295.0,3,BHK,IndependentHouse,6.74420594385617
1010,350,9.8,1,BHK,Apartment,0.3536319322457673
1011,1350,100.0,3,BHK,Apartment,3.6308651857781338
1012,1600,20.0,5,BHK,IndependentFloor,1.1215718554613257
1013,2200,395.0,4,BHK,Apartment,7.5222911524692595
1014,651,20.0,1,BHK,Apartment,1.1215718554613257
1015,651,20.0,1,BHK,Apartment,1.1215718554613257
1016,651,20.0,1,BHK,Apartment,1.1215718554613257
1017,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1018,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1019,651,20.0,1,BHK,Apartment,1.1215718554613257
1020,780,94.0,1,BHK,Apartment,3.8842194205412137
1021,1400,625.0,3,BHK,Apartment,22.566039623774266
1022,410,69.99,1,BHK,Apartment,2.2410112734307255
1023,1050,170.0,2,BHK,Apartment,8.437249849909946
1024,500,20.45,1,BHK,Apartment,0.5886865452604896
1025,1024,95.0,2,BHK,Apartment,2.2568874658128215
1026,540,126.0,1,BHK,Apartment,1.1215718554613257
1027,1200,95.0,2,BHK,Apartment,2.2568874658128215
1028,712,42.72,1,BHK,Apartment,0.9759397305049697
1029,665,72.0,2,BHK,Apartment,3.6308651857781338
1030,1000,135.0,2,BHK,Apartment,6.593956373824295
1031,1975,148.0,3,BHK,Apartment,3.028996885310674
1032,651,20.0,1,BHK,Apartment,1.1215718554613257
1033,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1034,651,20.0,1,BHK,Apartment,1.1215718554613257
1035,651,20.0,1,BHK,Apartment,1.1215718554613257
1036,510,36.0,1,BHK,Apartment,1.39896883113687
1037,760,90.0,1,BHK,Apartment,2.581548929357615
1038,2500,150.0,4,BHK,Apartment,2.2568874658128215
1039,651,20.0,1,BHK,Apartment,1.1215718554613257
1040,670,28.0,2,BHK,Apartment,0.8894225424143375
1041,1600,20.0,5,BHK,IndependentFloor,1.1215718554613257
1042,800,32.0,2,BHK,Apartment,1.0156093656193717
1043,650,41.0,1,BHK,Apartment,1.5422987125608703
1044,1600,20.0,5,BHK,IndependentFloor,1.1215718554613257
1045,600,24.0,1,BHK,Apartment,0.99373349499896
1046,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1047,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1048,651,20.0,1,BHK,Apartment,1.1215718554613257
1049,651,20.0,1,BHK,Apartment,1.1215718554613257
1050,650,20.0,1,BHK,Apartment,1.1215718554613257
1051,1600,20.0,5,BHK,IndependentFloor,1.1215718554613257
1052,1600,20.0,5,BHK,IndependentFloor,1.1215718554613257
1053,650,20.0,1,BHK,Apartment,1.1215718554613257
1054,1600,20.0,5,BHK,IndependentFloor,1.1215718554613257
1055,1075,51.0,2,BHK,Apartment,1.7708119425031927
1056,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1057,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1058,651,20.0,1,BHK,Apartment,1.1215718554613257
1059,651,20.0,1,BHK,Apartment,1.1215718554613257
1060,651,20.0,1,BHK,Apartment,1.1215718554613257
1061,651,20.0,1,BHK,Apartment,1.1215718554613257
1062,651,20.0,1,BHK,Apartment,1.1215718554613257
1063,651,20.0,1,BHK,Apartment,1.1215718554613257
1064,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1065,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1066,651,20.0,1,BHK,Apartment,1.1215718554613257
1067,1150,261.0,2,BHK,Apartment,8.690312226551617
1068,651,20.0,1,BHK,Apartment,1.1215718554613257
1069,651,20.0,1,BHK,Apartment,1.1215718554613257
1070,593,24.57,1,BHK,Apartment,0.99373349499896
1071,665,27.85,1,BHK,Apartment,0.9605763458074845
1072,1055,60.13,2,BHK,Apartment,2.0674626998421273
1073,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1074,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1075,651,20.0,1,BHK,Apartment,1.1215718554613257
1076,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1077,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1078,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1079,1150,62.0,2,BHK,Apartment,1.1082983123207257
1080,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1081,651,20.0,1,BHK,Apartment,1.1215718554613257
1082,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1083,670,49.5,1,BHK,Apartment,1.2782669601761059
1084,651,20.0,1,BHK,Apartment,1.1215718554613257
1085,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1086,651,20.0,1,BHK,Apartment,1.1215718554613257
1087,651,20.0,1,BHK,Apartment,1.1215718554613257
1088,650,20.0,1,BHK,Apartment,1.1215718554613257
1089,1600,590.0,3,BHK,Apartment,14.457007537856049
1090,651,20.0,1,BHK,Apartment,1.1215718554613257
1091,650,20.0,1,BHK,Apartment,1.1215718554613257
1092,800,37.5,2,BHK,Apartment,1.7708119425031927
1093,651,20.0,1,BHK,Apartment,1.1215718554613257
1094,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1095,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1096,700,14.0,2,BHK,Apartment,2.9352394045122727
1097,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1098,640,22.5,1,BHK,Apartment,0.7192336235074379
1099,545,30.5,1,BHK,Apartment,0.9759397305049697
1100,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1101,675,47.0,2,BHK,Apartment,1.1215718554613257
1102,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1103,651,20.0,1,BHK,Apartment,1.1215718554613257
1104,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1105,651,20.0,1,BHK,Apartment,1.1215718554613257
1106,651,20.0,1,BHK,Apartment,1.1215718554613257
1107,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1108,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1109,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1110,651,20.0,1,BHK,Apartment,1.1215718554613257
1111,450,13.9,1,BHK,Apartment,0.7707791341471549
1112,450,13.9,1,BHK,Apartment,0.7707791341471549
1113,450,13.9,1,BHK,Apartment,0.7707791341471549
1114,450,13.9,1,BHK,Apartment,0.7707791341471549
1115,651,20.0,1,BHK,Apartment,1.1215718554613257
1116,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1117,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1118,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1119,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1120,2016,770.0,4,BHK,Apartment,1.1215718554613257
1121,1500,300.0,3,BHK,Apartment,5.721210504080227
1122,950,180.0,2,BHK,Apartment,4.68917582433518
1123,580,130.0,2,BHK,Apartment,4.4760189447001535
1124,580,17.7,1,BHK,Apartment,0.49696484557401105
1125,635,28.0,1,BHK,Apartment,1.2782669601761059
1126,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1127,651,20.0,1,BHK,Apartment,1.1215718554613257
1128,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1129,651,20.0,1,BHK,Apartment,1.1215718554613257
1130,651,20.0,1,BHK,Apartment,1.1215718554613257
1131,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1132,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1133,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1134,651,20.0,1,BHK,Apartment,1.1215718554613257
1135,450,13.9,1,BHK,Apartment,0.7707791341471549
1136,450,13.9,1,BHK,Apartment,0.7707791341471549
1137,450,13.9,1,BHK,Apartment,0.7707791341471549
1138,450,13.9,1,BHK,Apartment,0.7707791341471549
1139,651,20.0,1,BHK,Apartment,1.1215718554613257
1140,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1141,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1142,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1143,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1144,651,20.0,1,BHK,Apartment,1.1215718554613257
1145,651,20.0,1,BHK,Apartment,1.1215718554613257
1146,653,150.0,2,BHK,Apartment,3.6824055217444194
1147,653,150.0,2,BHK,Apartment,3.6824055217444194
1148,653,150.0,2,BHK,Apartment,3.6824055217444194
1149,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1150,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1151,850,165.0,1,BHK,Apartment,8.437249849909946
1152,1601,20.0,5,BHK,IndependentFloor,1.1215718554613257
1153,675,47.0,2,BHK,Apartment,1.1215718554613257
