size,Location,Total sqft,price_sqft,price,area_type,availability
1 BHK Apartment,Kandivali West,450,"16,444",74 L,Built-up  Area,Ready To Move
3 BHK Apartment,Kharghar,1600,"8,125",1.3 Cr,Super built-up  Area,Ready To Move
2,Vikroli East,880,"12,500",1.1 Cr,Super built-up  Area,Not Ready Yet
1,Vikroli East,570,"14,561",83 L,Super built-up  Area,Ready To Move
2,Vikroli East,1120,"15,178",1.7 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Vikroli East,405,"22,222",90 L,Super built-up  Area,Ready To Move
1,Vikroli East,530,"14,716",78 L,Super built-up  Area,Not Ready Yet
1,Vikroli East,530,"14,339",76 L,Super built-up  Area,Ready To Move
1,Bhandup East,608,"13,486",82 L,Plot  Area,Ready To Move
1,Kalwa,620,"10,000",62 L,Super built-up  Area,Ready To Move
1,Kalwa,950,"7,368",70 L,Super built-up  Area,Not Ready Yet
1,Kalwa,650,"9,230",60 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Borivali East,415,"14,457",60 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Sion,1445,"9,688",1.4 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Malad East,1290,"16,279",2.1 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Goregaon East,1566,"15,964",2.5 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Kandivali West,550,"14,727",81 L,Carpet  Area,Ready To Move
2 BHK Apartment,Malad West,854,"18,501",1.58 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Malad West,1048,"23,664",2.48 Cr,Plot  Area,Not Ready Yet
3 BHK Apartment,Malad West,1596,"23,872",3.81 Cr,Super built-up  Area,Ready To Move
1,Malad West,210,"15,000",31.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Kandivali West,450,"11,333",51 L,Carpet  Area,Not Ready Yet
2 BHK Apartment,Malad West,900,"16,111",1.45 Cr,Plot  Area,Ready To Move
1 BHK Apartment,Kandivali West,550,"14,363",79 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Malad West,900,"22,222",2 Cr,Super built-up  Area,Not Ready Yet
1,Malad West,350,"14,285",50 L,Super built-up  Area,Not Ready Yet
1,Malad West,220,"13,863",30.5 L,Super built-up  Area,Not Ready Yet
1,Malad West,350,"14,857",52 L,Super built-up  Area,Not Ready Yet
1,Malad West,410,"12,560",51.5 L,Built-up  Area,Ready To Move
1,Malad West,300,"19,000",57 L,Super built-up  Area,Not Ready Yet
1 RK Studio Apartment,Powai,200,"15,500",31 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Andheri West,350,"14,285",50 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Kandivali West,450,"16,444",74 L,Super built-up  Area,Not Ready Yet
1 RK Studio Apartment,Powai,225,"15,555",35 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Malad West,900,"22,222",2 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Kandivali East,1051,"18,268",1.92 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Kandivali East,1550,"15,677",2.43 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,420,"12,142",51 L,Super built-up  Area,Not Ready Yet
1,Vichumbe,600,"5,500",33 L,Super built-up  Area,Ready To Move
2,Vichumbe,898,"5,790",52 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Andheri West,1225,"16,816",2.06 Cr,Super built-up  Area,Ready To Move
1,Kalwa,680,"9,558",65 L,Super built-up  Area,Not Ready Yet
2,Kalwa,1000,"10,200",1.02 Cr,Super built-up  Area,Not Ready Yet
2,Kalwa,910,"9,670",88 L,Super built-up  Area,Ready To Move
2,Kalwa,910,"10,769",98 L,Super built-up  Area,Not Ready Yet
1,Kalwa,800,"8,750",70 L,Super built-up  Area,Ready To Move
2,Kalwa,1000,"9,500",95 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,725,"5,793",42 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Virar,725,"5,655",41 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,725,"5,517",40 L,Super built-up  Area,Ready To Move
2,Kalwa,850,"10,823",92 L,Built-up  Area,Ready To Move
1 BHK Apartment,Nala Sopara,550,"4,745",26.1 L,Super built-up  Area,Not Ready Yet
1,Kalwa,675,"9,629",65 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Goregaon East,1995,"22,055",4.4 Cr,Super built-up  Area,Ready To Move
4 BHK Apartment,Goregaon East,2800,"20,714",5.8 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Goregaon East,715,"21,678",1.55 Cr,Built-up  Area,Ready To Move
2,Kalwa,1000,"9,100",91 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Kharghar,595,"19,496",1.16 Cr,Super built-up  Area,Not Ready Yet
4 BHK Apartment,Kharghar,1271,"19,063",2.42 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Kharghar,860,"18,953",1.63 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Kharghar,635,"19,063",1.21 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Andheri East,980,"22,448",2.2 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Virar,586,"7,686",45.03 L,Built-up  Area,Ready To Move
1 BHK Apartment,Virar,445,"7,674",34.14 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Virar,692,"7,659",53 L,Built-up  Area,Ready To Move
1 BHK Apartment,Virar,487,"7,597",36.99 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Virar,1285,"6,926",89 L,Built-up  Area,Ready To Move
3 BHK Apartment,Virar,1285,"6,836",87.85 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Goregaon East,1690,"23,372",3.95 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,980,"5,918",58 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,980,"5,816",57 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Virar,730,"5,753",42 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Virar,730,"5,684",41.5 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Virar,730,"5,616",41 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,980,"5,306",52 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,980,"5,255",51.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,715,"5,524",39.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,715,"5,454",39 L,Built-up  Area,Ready To Move
1 BHK Apartment,Virar,715,"5,384",38.5 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Malad East,1390,"18,705",2.6 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Virar,1075,"6,511",70 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,745,"6,577",49 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,745,"6,510",48.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,1075,"6,372",68.5 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Virar,745,"6,442",48 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Malad West,600,"14,666",88 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,600,"15,000",90 L,Super built-up  Area,Not Ready Yet
1 RK Studio Apartment,Powai,200,"15,000",30 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Powai,225,"14,666",33 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,410,"12,439",51 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Powai,225,"13,777",31 L,Plot  Area,Ready To Move
2 BHK Apartment,Kandivali West,900,"16,111",1.45 Cr,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Powai,225,"15,111",34 L,Super built-up  Area,Ready To Move
1,Malad West,225,"13,111",29.5 L,Super built-up  Area,Ready To Move
1,Kandivali West,395,"13,417",53 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad East,1395,"16,129",2.25 Cr,Super built-up  Area,Ready To Move
2,Vichumbe,1100,"6,363",70 L,Plot  Area,Ready To Move
1 BHK Apartment,Malad West,600,"16,333",98 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,852,"18,192",1.55 Cr,Built-up  Area,Ready To Move
1 BHK Apartment,Kandivali West,600,"14,666",88 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,650,"14,153",92 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,450,"11,111",50 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Kandivali West,550,"16,363",90 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Kandivali West,550,"16,545",91 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Panvel,538,"9,665",52 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Panvel,387,"9,689",37.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Panvel,482,"9,958",48 L,Super built-up  Area,Ready To Move
1,Kharodi,225,"13,333",30 L,Super built-up  Area,Ready To Move
1,Kharodi,225,"13,333",30 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Powai,225,"14,000",31.5 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Malad West,225,"13,333",30 L,Super built-up  Area,Not Ready Yet
1,Malad West,300,"18,333",55 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,650,"13,538",88 L,Super built-up  Area,Ready To Move
1,Malad West,350,"14,857",52 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,600,"15,333",92 L,Super built-up  Area,Not Ready Yet
1,Kandivali West,300,"12,666",38 L,Built-up  Area,Ready To Move
1,Kandivali West,370,"13,513",50 L,Super built-up  Area,Ready To Move
1,Malad West,200,"14,500",29 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,850,"15,882",1.35 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Malad West,865,"15,953",1.38 Cr,Super built-up  Area,Not Ready Yet
1 RK Studio Apartment,Kandivali West,340,"12,941",44 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Malad West,890,"18,539",1.65 Cr,Built-up  Area,Ready To Move
1 BHK Apartment,Malad West,650,"14,153",92 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Malad West,620,"14,516",90 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Malad West,250,"12,000",30 L,Plot  Area,Ready To Move
1,Malad West,400,"13,750",55 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Malad West,370,"15,675",58 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,450,"15,555",70 L,Built-up  Area,Ready To Move
1 BHK Apartment,Malad West,625,"14,240",89 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Malad East,1480,"18,918",2.8 Cr,Super built-up  Area,Ready To Move
1,Shahapur,780,"3,205",25 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Naigaon East,610,"5,573",34 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,750,"12,266",92 L,Built-up  Area,Ready To Move
3 BHK Apartment,Powai,1440,"37,152",5.35 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Powai,1440,"29,861",4.3 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Vikhroli,1020,"13,725",1.4 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Goregaon East,1390,"20,143",2.8 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Goregaon East,1400,"17,142",2.4 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Ghansoli,1200,"13,750",1.65 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Seawoods,1350,"15,555",2.1 Cr,Super built-up  Area,Not Ready Yet
2,Kalwa,1100,"11,545",1.27 Cr,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Naigaon East,560,"4,642",26 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Naigaon East,600,"3,833",23 L,Built-up  Area,Ready To Move
1,Naigaon East,500,"4,000",20 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Naigaon East,540,"4,537",24.5 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Powai,1363,"21,863",2.98 Cr,Built-up  Area,Ready To Move
3 BHK Apartment,Powai,1365,"19,413",2.65 Cr,Super built-up  Area,Not Ready Yet
3,Powai,1650,"16,666",2.75 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Byculla,1315,"34,980",4.6 Cr,Built-up  Area,Ready To Move
1,Mazgaon,650,"27,692",1.8 Cr,Built-up  Area,Not Ready Yet
1,Mazgaon,600,"28,333",1.7 Cr,Plot  Area,Ready To Move
2,Mumbai Central,870,"43,678",3.8 Cr,Built-up  Area,Ready To Move
3 BHK Apartment,Mazagaon,1800,"34,333",6.18 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Mazgaon,920,"40,108",3.69 Cr,Plot  Area,Ready To Move
2,Agripada,975,"37,743",3.68 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Byculla,1650,"26,969",4.45 Cr,Super built-up  Area,Ready To Move
4,Mazgaon,2250,"48,888",11 Cr,Built-up  Area,Ready To Move
3,Agripada,1020,"36,274",3.7 Cr,Super built-up  Area,Ready To Move
4 BHK Apartment,Agripada,3500,"28,885",10.11 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Byculla,850,"26,470",2.25 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Byculla,720,"32,916",2.37 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Agripada,1350,"49,629",6.7 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Byculla,1743,"32,587",5.68 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Mazgaon,800,"47,625",3.81 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Madanpura,1650,"28,303",4.67 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Byculla,945,"20,105",1.9 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Agripada,680,"50,000",3.4 Cr,Super built-up  Area,Ready To Move
1,Kalwa,620,"9,677",60 L,Built-up  Area,Ready To Move
1,Kalwa,575,"10,434",60 L,Super built-up  Area,Ready To Move
2,Kalwa,1225,"10,204",1.25 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Goregaon East,850,"15,882",1.35 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Goregaon East,850,"14,117",1.2 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Goregaon East,1050,"13,809",1.45 Cr,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Malad East,1650,"21,212",3.5 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Malad East,1050,"22,380",2.35 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Malad East,1050,"23,809",2.5 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Goregaon East,1650,"36,363",6 Cr,Built-up  Area,Not Ready Yet
4 BHK Apartment,Goregaon East,2550,"47,058",12 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Malad East,1120,"20,982",2.35 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,1250,"20,000",2.5 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Malad West,1500,"30,000",4.5 Cr,Super built-up  Area,Not Ready Yet
4 BHK Apartment,Malad West,2100,"30,952",6.5 Cr,Built-up  Area,Ready To Move
2,Kalwa,1100,"11,545",1.27 Cr,Super built-up  Area,Ready To Move
2,Kalwa,985,"10,355",1.02 Cr,Built-up  Area,Not Ready Yet
2 BHK Apartment,Malad East,1167,"17,566",2.05 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad East,695,"20,143",1.4 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kharghar,638,"13,949",89 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Kharghar,1178,"10,950",1.29 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kharghar,769,"15,084",1.16 Cr,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Kharghar,938,"10,950",1.02 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad East,1850,"20,000",3.7 Cr,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Thane West,429,"19,114",82 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Thane West,636,"19,496",1.24 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Thane West,629,"19,554",1.23 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Seawoods,1500,"15,000",2.25 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Sanpada,1185,"15,611",1.85 Cr,Plot  Area,Ready To Move
2,Belapur,1550,"10,967",1.7 Cr,Built-up  Area,Ready To Move
3,Vashi,1500,"15,000",2.25 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Koper Khairane,1150,"11,739",1.35 Cr,Super built-up  Area,Ready To Move
3,Vashi,1500,"15,666",2.35 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Seawoods,1680,"14,880",2.5 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Nerul,2100,"16,428",3.45 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Panvel,1080,"7,685",83 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Panvel,1260,"8,730",1.1 Cr,Super built-up  Area,Not Ready Yet
2,Seawoods,1303,"14,811",1.93 Cr,Built-up  Area,Ready To Move
3 BHK Apartment,Ghansoli,1850,"14,054",2.6 Cr,Built-up  Area,Not Ready Yet
2 BHK Apartment,Ghansoli,1300,"12,692",1.65 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kharghar,1080,"8,796",95 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,560,"11,607",65 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Borivali West,525,"18,666",98 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Dahisar,820,"21,341",1.75 Cr,Built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,580,"10,862",63 L,Built-up  Area,Ready To Move
1,Dahisar West,570,"17,192",98 L,Super built-up  Area,Ready To Move
1,Dahisar West,580,"16,896",98 L,Super built-up  Area,Not Ready Yet
2,Borivali West,780,"22,435",1.75 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Borivali West,570,"20,175",1.15 Cr,Super built-up  Area,Ready To Move
2,Kalwa,910,"10,439",95 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Ghatkopar West,1281,"28,103",3.6 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Ghatkopar West,1043,"23,010",2.4 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Ghatkopar West,1860,"25,322",4.71 Cr,Built-up  Area,Ready To Move
1,Kalwa,575,"10,782",62 L,Super built-up  Area,Ready To Move
2,Kalwa,775,"9,677",75 L,Super built-up  Area,Not Ready Yet
1,Kalwa,600,"10,000",60 L,Super built-up  Area,Ready To Move
1,Kalwa,685,"10,218",70 L,Super built-up  Area,Not Ready Yet
1,Kalwa,650,"10,769",70 L,Super built-up  Area,Ready To Move
3,Jogeshwari East,1380,"14,130",1.95 Cr,Built-up  Area,Ready To Move
1,Kalwa,645,"8,062",52 L,Built-up  Area,Ready To Move
1,Kalwa,685,"10,364",71 L,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Goregaon East,1750,"20,000",3.5 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Kalyan West,595,"8,403",50 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Kalyan West,990,"5,909",58.5 L,Super built-up  Area,Ready To Move
1,kasaradavali thane west,605,"7,438",45 L,Super built-up  Area,Ready To Move
2,Dahisar Navi mumbai,1200,"2,791",33.5 L,Super built-up  Area,Ready To Move
2,kasaradavali thane west,900,"8,000",72 L,Plot  Area,Ready To Move
1 BHK Apartment,Malad East,690,"19,565",1.35 Cr,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Bhandup West,1400,"17,857",2.5 Cr,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Jogeshwari East,1244,"24,115",3 Cr,Super built-up  Area,Not Ready Yet
3,Bandra West,1300,"40,384",5.25 Cr,Built-up  Area,Ready To Move
3 BHK Apartment,Khar,1550,"37,741",5.85 Cr,Plot  Area,Ready To Move
3 BHK Apartment,Bandra West,1350,"38,888",5.25 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Bandra West,1500,"38,333",5.75 Cr,Super built-up  Area,Ready To Move
3,Bandra West,1800,"38,888",7 Cr,Super built-up  Area,Not Ready Yet
3,Bandra West,1400,"41,071",5.75 Cr,Super built-up  Area,Ready To Move
3,Khar West,1500,"46,666",7 Cr,Built-up  Area,Ready To Move
3,Bandra West,1200,"37,500",4.5 Cr,Super built-up  Area,Ready To Move
3,Santacruz West,1500,"36,666",5.5 Cr,Super built-up  Area,Ready To Move
3,Khar West,1300,"42,307",5.5 Cr,Super built-up  Area,Ready To Move
3,Khar West,1500,"46,666",7 Cr,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Bandra West,1400,"37,500",5.25 Cr,Built-up  Area,Ready To Move
2,Bandra West,900,"42,777",3.85 Cr,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Santacruz West,2000,"41,250",8.25 Cr,Super built-up  Area,Not Ready Yet
2,Bandra West,1040,"40,865",4.25 Cr,Super built-up  Area,Ready To Move
2,Bandra West,1000,"45,000",4.5 Cr,Super built-up  Area,Not Ready Yet
2,Bandra West,1000,"32,500",3.25 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Bandra West,1000,"42,500",4.25 Cr,Super built-up  Area,Ready To Move
2,Bandra West,950,"36,842",3.5 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Bandra West,1000,"32,500",3.25 Cr,Super built-up  Area,Ready To Move
2,Bandra West,1000,"38,000",3.8 Cr,Super built-up  Area,Not Ready Yet
2,Bandra West,1200,"41,666",5 Cr,Super built-up  Area,Ready To Move
2,Bandra West,1000,"45,000",4.5 Cr,Super built-up  Area,Not Ready Yet
2,Bandra West,1100,"40,909",4.5 Cr,Super built-up  Area,Not Ready Yet
2,Bandra West,1000,"40,000",4 Cr,Super built-up  Area,Not Ready Yet
2,Bandra West,1000,"47,500",4.75 Cr,Super built-up  Area,Ready To Move
2,Khar West,950,"30,526",2.9 Cr,Super built-up  Area,Not Ready Yet
3,Bandra West,1250,"44,000",5.5 Cr,Built-up  Area,Ready To Move
2,Bandra West,1000,"46,000",4.6 Cr,Built-up  Area,Ready To Move
3,Bandra West,1350,"35,185",4.75 Cr,Super built-up  Area,Ready To Move
1,Kalwa,530,"12,264",65 L,Super built-up  Area,Ready To Move
1,Kalwa,445,"12,359",55 L,Built-up  Area,Not Ready Yet
1,Kalwa,600,"9,000",54 L,Super built-up  Area,Ready To Move
4 BHK Apartment,Sion,1335,"36,929",4.93 Cr,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Sion,1273,"36,999",4.7 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Sion,938,"36,994",3.47 Cr,Super built-up  Area,Not Ready Yet
3,Chembur,1150,"27,826",3.2 Cr,Super built-up  Area,Ready To Move
